industry_url,job_title_url,job_title,wage,wage_base,experience_level,percentage_change,salaries,salary_values,respondents,job_rating,job_rating_round,genders,gender_values,gender_respondents
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=Staff_Accountant/Salary,Average Staff Accountant Salary,"$56,160",/ year,"['Entry Level', 'Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼8%', '▼1%', '▲5%', '▲5%', '▲6%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Commission', 'Total Pay']","['$44k - $70k', '$517 - $6k', '$491 - $5k', '$457 - $5k', '$41k - $71k']","Based on 14,458 salary profiles (last updated Nov 21 2023)",3.8 out of 5,"(1,476)","['Female', 'Male', 'Prefer to self-define']","['63.8%', '35.2%', '0.9%']","This data is based on 5,445 survey responses. Learn more about the gender pay gap."
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=Financial_Analyst/Salary,Average Financial Analyst Salary,"$66,222",/ year,"['Entry Level', 'Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼10%', '▼1%', '▲11%', '▲17%', '▲21%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Commission', 'Total Pay']","['$51k - $88k', '$1k - $10k', '$752 - $10k', '$5 - $39k', '$50k - $91k']","Based on 14,267 salary profiles (last updated Nov 01 2023)",3.8 out of 5,"(1,707)","['Male', 'Female', 'Prefer to self-define']","['58.6%', '40.5%', '0.8%']","This data is based on 5,560 survey responses. Learn more about the gender pay gap."
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=Senior_Accountant/Salary,Average Senior Accountant Salary,"$73,492",/ year,"['Entry Level', 'Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼12%', '▼4%', '▲2%', '▲4%', '▲2%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Commission', 'Total Pay']","['$57k - $92k', '$1k - $10k', '$821 - $7k', '$100 - $20k', '$57k - $96k']","Based on 12,554 salary profiles (last updated Nov 21 2023)",3.8 out of 5,"(1,375)","['Female', 'Male', 'Prefer to self-define']","['65.3%', '33.6%', '1.1%']","This data is based on 4,777 survey responses. Learn more about the gender pay gap."
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=Accountant/Salary,Average Accountant Salary,"$56,610",/ year,"['Entry Level', 'Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼10%', '▼6%', '▲7%', '▲9%', '▲13%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Commission', 'Total Pay']","['$44k - $76k', '$516 - $7k', '$395 - $7k', '$505 - $15k', '$41k - $76k']","Based on 13,328 salary profiles (last updated Nov 22 2023)",3.8 out of 5,"(1,350)","['Female', 'Male', 'Prefer to self-define']","['68.3%', '30.7%', '1.0%']","This data is based on 4,631 survey responses. Learn more about the gender pay gap."
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=Financial_Controller/Salary,Average Financial Controller Salary,"$91,776",/ year,"['Entry Level', 'Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼27%', '▼15%', '▼2%', '▲6%', '▲5%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Commission', 'Total Pay']","['$63k - $133k', '$2k - $22k', '$1k - $14k', '$935 - $72k', '$62k - $143k']","Based on 11,582 salary profiles (last updated Oct 31 2023)",4.1 out of 5,"(1,210)","['Female', 'Male', 'Prefer to self-define']","['65.1%', '33.9%', '0.9%']","This data is based on 4,632 survey responses. Learn more about the gender pay gap."
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=Accounting_Manager/Salary,Average Accounting Manager Salary,"$80,849",/ year,"['Entry Level', 'Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼20%', '▼12%', '▲4%', '▲3%', '▼3%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Commission', 'Total Pay']","['$55k - $111k', '$1k - $14k', '$1k - $8k', '$534 - $23k', '$52k - $117k']","Based on 10,254 salary profiles (last updated Nov 22 2023)",4.1 out of 5,"(1,231)","['Female', 'Male', 'Prefer to self-define']","['74.6%', '24.6%', '0.8%']","This data is based on 4,187 survey responses. Learn more about the gender pay gap."
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=Senior_Financial_Analyst/Salary,Average Senior Financial Analyst Salary,"$86,790",/ year,"['Entry Level', 'Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼15%', '▼5%', '▲2%', '▲8%', '▲11%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Commission', 'Total Pay']","['$69k - $109k', '$2k - $13k', '$991 - $11k', '$16k - $50k', '$70k - $116k']","Based on 8,813 salary profiles (last updated Nov 21 2023)",3.7 out of 5,"(1,091)","['Male', 'Female', 'Prefer to self-define']","['56.7%', '42.2%', '1.0%']","This data is based on 3,424 survey responses. Learn more about the gender pay gap."
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=Finance_Manager/Salary,Average Finance Manager Salary,"$99,781",/ year,"['Entry Level', 'Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼35%', '▼15%', '▲4%', '▲7%', '▼5%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Commission', 'Total Pay']","['$58k - $134k', '$2k - $21k', '$1k - $16k', '$6k - $131k', '$56k - $147k']","Based on 6,632 salary profiles (last updated Nov 01 2023)",4 out of 5,(829),"['Female', 'Male', 'Prefer to self-define']","['54.1%', '44.8%', '1.0%']","This data is based on 2,565 survey responses. Learn more about the gender pay gap."
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=Corporate_Controller/Salary,Average Corporate Controller Salary,"$111,643",/ year,"['Entry Level', 'Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼31%', '▼20%', '▼7%', '▲6%', '▲3%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Commission', 'Total Pay']","['$75k - $162k', '$3k - $31k', '$2k - $19k', '$2k - $30k', '$76k - $177k']","Based on 5,483 salary profiles (last updated Nov 20 2023)",4.2 out of 5,(585),"['Female', 'Male', 'Prefer to self-define']","['56.2%', '42.7%', '1.1%']","This data is based on 2,149 survey responses. Learn more about the gender pay gap."
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=Finance_Director/Salary,Average Finance Director Salary,"$119,547",/ year,"['Entry Level', 'Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼32%', '▼30%', '▼6%', '▲8%', '▲4%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Commission', 'Total Pay']","['$68k - $172k', '$4k - $38k', '$2k - $25k', '$2k - $101k', '$67k - $195k']","Based on 5,326 salary profiles (last updated Nov 01 2023)",4.1 out of 5,(609),"['Female', 'Male', 'Prefer to self-define']","['53.6%', '45.3%', '1.0%']","This data is based on 2,102 survey responses. Learn more about the gender pay gap."
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=General_Ledger_Accountant/Salary,Average General Ledger Accountant Salary,"$60,318",/ year,"['Entry Level', 'Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼18%', '▼7%', '▲8%', '▲9%', '▲13%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Total Pay']","['$45k - $82k', '$306 - $7k', '$103 - $4k', '$43k - $81k']",Based on 317 salary profiles (last updated Oct 22 2023),3.7 out of 5,(32),"['Female', 'Male', 'Prefer to self-define']","['73.0%', '23.8%', '3.3%']",This data is based on 122 survey responses. Learn more about the gender pay gap.
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=Assistant_Controller/Salary,Average Assistant Controller Salary,"$83,460",/ year,"['Entry Level', 'Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼26%', '▼14%', '▲2%', '▲8%', '▲7%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Commission', 'Total Pay']","['$58k - $124k', '$1k - $19k', '$1k - $10k', '$0 - $32k', '$56k - $130k']","Based on 3,430 salary profiles (last updated Nov 22 2023)",4 out of 5,(362),"['Female', 'Male', 'Prefer to self-define']","['67.0%', '31.9%', '1.0%']","This data is based on 1,359 survey responses. Learn more about the gender pay gap."
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=Certified_Public_Accountant_(CPA)/Salary,Average Certified Public Accountant (CPA) Salary,"$75,776",/ year,"['Entry Level', 'Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼22%', '▼13%', '▲3%', '▲22%', '▲33%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Commission', 'Total Pay']","['$54k - $122k', '$1k - $16k', '$1k - $11k', '$983 - $31k', '$53k - $132k']","Based on 2,795 salary profiles (last updated Nov 20 2023)",4.1 out of 5,(191),"['Female', 'Male', 'Prefer to self-define']","['54.6%', '44.4%', '0.9%']",This data is based on 865 survey responses. Learn more about the gender pay gap.
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=Financial_Advisor/Salary,Average Financial Advisor Salary,"$65,577",/ year,"['Entry Level', 'Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼19%', '▼7%', '▲12%', '▲32%', '▲41%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Commission', 'Total Pay']","['$41k - $118k', '$2k - $34k', '$1k - $20k', '$5k - $175k', '$43k - $142k']","Based on 2,807 salary profiles (last updated Nov 01 2023)",3.9 out of 5,(265),"['Male', 'Female', 'Prefer to self-define']","['64.6%', '34.8%', '0.6%']",This data is based on 980 survey responses. Learn more about the gender pay gap.
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=Branch_Manager%2C_Banking/Salary,"Average Branch Manager, Banking Salary","$63,460",/ year,"['Entry Level', 'Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼14%', '▼10%', '▼3%', '▲4%', '▲9%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Commission', 'Total Pay']","['$46k - $83k', '$1k - $12k', '$546 - $6k', '$1k - $12k', '$45k - $89k']","Based on 2,780 salary profiles (last updated Nov 22 2023)",4.1 out of 5,(370),"['Female', 'Male', 'Prefer to self-define']","['67.2%', '31.4%', '1.2%']","This data is based on 1,043 survey responses. Learn more about the gender pay gap."
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=Compliance_Manager/Salary,Average Compliance Manager Salary,"$85,270",/ year,"['Entry Level', 'Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼26%', '▼15%', '▲4%', '▲14%', '▲15%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Commission', 'Total Pay']","['$56k - $126k', '$2k - $20k', '$1k - $18k', '$11k - $50k', '$53k - $136k']","Based on 2,339 salary profiles (last updated Nov 20 2023)",3.8 out of 5,(338),"['Female', 'Male', 'Prefer to self-define']","['71.9%', '26.8%', '1.3%']",This data is based on 968 survey responses. Learn more about the gender pay gap.
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=Compliance_Specialist/Salary,Average Compliance Specialist Salary,"$62,910",/ year,"['Entry Level', 'Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼18%', '▼6%', '▲6%', '▲13%', '▲15%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Total Pay']","['$45k - $91k', '$775 - $10k', '$512 - $9k', '$40k - $89k']","Based on 2,428 salary profiles (last updated Nov 21 2023)",3.8 out of 5,(333),"['Female', 'Male', 'Prefer to self-define']","['76.3%', '22.1%', '1.1%']",This data is based on 976 survey responses. Learn more about the gender pay gap.
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=Tax_Manager/Salary,Average Tax Manager Salary,"$104,317",/ year,"['Entry Level', 'Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼23%', '▼10%', '▼2%', '▲4%', '▲8%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Commission', 'Total Pay']","['$78k - $137k', '$2k - $20k', '$2k - $10k', '$1k - $8k', '$78k - $148k']","Based on 2,195 salary profiles (last updated Nov 21 2023)",3.9 out of 5,(221),"['Female', 'Male', 'Prefer to self-define']","['57.7%', '41.0%', '1.0%']",This data is based on 790 survey responses. Learn more about the gender pay gap.
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=Compliance_Analyst/Salary,Average Compliance Analyst Salary,"$64,132",/ year,"['Entry Level', 'Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼12%', '▼3%', '▲8%', '▲10%', '▲20%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Total Pay']","['$48k - $89k', '$1k - $10k', '$721 - $7k', '$44k - $90k']","Based on 2,328 salary profiles (last updated Nov 21 2023)",3.7 out of 5,(290),"['Female', 'Male', 'Prefer to self-define']","['64.4%', '33.5%', '2.0%']",This data is based on 911 survey responses. Learn more about the gender pay gap.
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=Compliance_Officer/Salary,Average Compliance Officer Salary,"$76,218",/ year,"['Entry Level', 'Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼25%', '▼13%', '▲2%', '▲16%', '▲30%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Total Pay']","['$48k - $122k', '$1k - $20k', '$1k - $10k', '$42k - $125k']","Based on 2,237 salary profiles (last updated Nov 20 2023)",4.1 out of 5,(305),"['Female', 'Male', 'Prefer to self-define']","['67.3%', '31.6%', '1.1%']",This data is based on 917 survey responses. Learn more about the gender pay gap.
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=Credit_Analyst/Salary,Average Credit Analyst Salary,"$57,749",/ year,"['Entry Level', 'Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼12%', '▼2%', '▲11%', '▲14%', '▲10%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Commission', 'Total Pay']","['$42k - $81k', '$877 - $11k', '$513 - $6k', '$0 - $5k', '$40k - $81k']","Based on 2,234 salary profiles (last updated Nov 20 2023)",3.7 out of 5,(264),"['Male', 'Female', 'Prefer to self-define']","['56.1%', '42.9%', '0.8%']",This data is based on 843 survey responses. Learn more about the gender pay gap.
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=Underwriter/Salary,Average Underwriter Salary,"$65,068",/ year,"['Entry Level', 'Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼20%', '▼5%', '▲5%', '▲12%', '▲21%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Commission', 'Total Pay']","['$46k - $94k', '$1k - $13k', '$989 - $7k', '$1k - $36k', '$44k - $98k']","Based on 2,284 salary profiles (last updated Nov 13 2023)",3.8 out of 5,(336),"['Female', 'Male', 'Prefer to self-define']","['57.5%', '41.1%', '1.2%']",This data is based on 909 survey responses. Learn more about the gender pay gap.
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=Portfolio_Manager/Salary,Average Portfolio Manager Salary,"$96,483",/ year,"['Entry Level', 'Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼34%', '▼20%', '▲1%', '▲18%', '▲42%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Commission', 'Total Pay']","['$60k - $155k', '$3k - $36k', '$1k - $18k', '$3k - $44k', '$61k - $182k']","Based on 1,750 salary profiles (last updated Nov 21 2023)",3.9 out of 5,(234),"['Male', 'Female', 'Prefer to self-define']","['59.9%', '39.3%', '0.9%']",This data is based on 698 survey responses. Learn more about the gender pay gap.
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=Accounting_Supervisor/Salary,Average Accounting Supervisor Salary,"$71,790",/ year,"['Entry Level', 'Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼25%', '▼9%', '▲2%', '▲5%', '▼0%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Commission', 'Total Pay']","['$51k - $95k', '$1k - $10k', '$662 - $6k', '$0 - $2k', '$49k - $97k']","Based on 1,783 salary profiles (last updated Nov 21 2023)",3.8 out of 5,(229),"['Female', 'Male', 'Prefer to self-define']","['75.3%', '24.0%', '0.7%']",This data is based on 691 survey responses. Learn more about the gender pay gap.
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=Tax_Associate/Salary,Average Tax Associate Salary,"$61,793",/ year,"['Entry Level', 'Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼3%', '▲1%', '▲5%', '▲4%', '▼17%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Total Pay']","['$52k - $76k', '$973 - $6k', '$656 - $5k', '$47k - $76k']","Based on 1,791 salary profiles (last updated Nov 21 2023)",4 out of 5,(154),"['Female', 'Male', 'Prefer to self-define']","['58.3%', '41.0%', '0.7%']",This data is based on 612 survey responses. Learn more about the gender pay gap.
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=Auditor/Salary,Average Auditor Salary,"$62,905",/ year,"['Entry Level', 'Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼11%', '▼4%', '▲13%', '▲29%', '▲28%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Total Pay']","['$47k - $93k', '$598 - $9k', '$505 - $5k', '$35k - $88k']","Based on 1,946 salary profiles (last updated Nov 22 2023)",3.8 out of 5,(186),"['Female', 'Male', 'Prefer to self-define']","['58.0%', '40.8%', '1.1%']",This data is based on 647 survey responses. Learn more about the gender pay gap.
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=Senior_Manager_Accountant_%2F_Auditor/Salary,Average Senior Manager Accountant / Auditor Salary,"$131,549",/ year,"['Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼24%', '▼6%', '▲2%', '▼10%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Total Pay']","['$93k - $187k', '$3k - $26k', '$4k - $10k', '$93k - $195k']",Based on 126 salary profiles (last updated May 03 2023),4.1 out of 5,(16),"['Female', 'Male']","['54.3%', '45.7%']",This data is based on 46 survey responses. Learn more about the gender pay gap.
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=Tax_Accountant/Salary,Average Tax Accountant Salary,"$60,082",/ year,"['Entry Level', 'Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼7%', '▼3%', '▲9%', '▲17%', '▲17%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Commission', 'Total Pay']","['$47k - $80k', '$600 - $7k', '$579 - $6k', '$2k - $5k', '$44k - $82k']","Based on 1,682 salary profiles (last updated Nov 20 2023)",3.6 out of 5,(160),"['Female', 'Male', 'Prefer to self-define']","['53.4%', '46.0%', '0.6%']",This data is based on 635 survey responses. Learn more about the gender pay gap.
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=Internal_Auditor/Salary,Average Internal Auditor Salary,"$64,515",/ year,"['Entry Level', 'Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼11%', '▼2%', '▲7%', '▲14%', '▲20%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Total Pay']","['$50k - $87k', '$988 - $10k', '$527 - $6k', '$44k - $88k']","Based on 1,658 salary profiles (last updated Nov 22 2023)",4 out of 5,(212),"['Female', 'Male', 'Prefer to self-define']","['63.0%', '36.2%', '0.6%']",This data is based on 649 survey responses. Learn more about the gender pay gap.
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=Senior_Tax_Accountant/Salary,Average Senior Tax Accountant Salary,"$76,984",/ year,"['Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼4%', '▲4%', '▲7%', '▲8%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Commission', 'Total Pay']","['$62k - $97k', '$1k - $10k', '$1k - $6k', '$350 - $4k', '$62k - $100k']","Based on 1,464 salary profiles (last updated Nov 19 2023)",3.9 out of 5,(153),"['Female', 'Male', 'Prefer to self-define']","['61.4%', '37.8%', '0.7%']",This data is based on 547 survey responses. Learn more about the gender pay gap.
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=Senior_Finance_Manager/Salary,Average Senior Finance Manager Salary,"$127,602",/ year,"['Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼13%', '▼3%', '▲2%', '▲5%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Commission', 'Total Pay']","['$96k - $157k', '$7k - $27k', '$3k - $20k', '$0 - $60k', '$99k - $175k']","Based on 1,381 salary profiles (last updated Nov 15 2023)",3.7 out of 5,(155),"['Male', 'Female', 'Prefer to self-define']","['54.6%', '44.8%', '0.6%']",This data is based on 540 survey responses. Learn more about the gender pay gap.
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=Assistant_Branch_Manager%2C_Banking/Salary,"Average Assistant Branch Manager, Banking Salary","$50,209",/ year,"['Entry Level', 'Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼6%', '▼4%', '▼0%', '▲2%', '▲3%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Commission', 'Total Pay']","['$40k - $64k', '$533 - $6k', '$611 - $4k', '$809 - $6k', '$37k - $64k']","Based on 1,636 salary profiles (last updated Oct 31 2023)",3.8 out of 5,(234),"['Female', 'Male', 'Prefer to self-define']","['72.4%', '25.7%', '1.7%']",This data is based on 635 survey responses. Learn more about the gender pay gap.
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=Senior_Underwriter/Salary,Average Senior Underwriter Salary,"$88,672",/ year,"['Entry Level', 'Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼43%', '▼9%', '▼1%', '▲1%', '▲3%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Commission', 'Total Pay']","['$65k - $121k', '$2k - $20k', '$1k - $11k', '$9k - $28k', '$65k - $131k']","Based on 1,424 salary profiles (last updated Nov 15 2023)",4 out of 5,(217),"['Female', 'Male', 'Prefer to self-define']","['60.9%', '37.4%', '1.5%']",This data is based on 588 survey responses. Learn more about the gender pay gap.
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=Risk_Manager/Salary,Average Risk Manager Salary,"$94,058",/ year,"['Entry Level', 'Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼18%', '▼12%', '▲2%', '▲13%', '▲15%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Total Pay']","['$62k - $139k', '$2k - $26k', '$998 - $19k', '$60k - $153k']","Based on 1,397 salary profiles (last updated Nov 20 2023)",4.1 out of 5,(162),"['Female', 'Male', 'Prefer to self-define']","['58.4%', '40.3%', '1.3%']",This data is based on 536 survey responses. Learn more about the gender pay gap.
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=Accounting_Director/Salary,Average Accounting Director Salary,"$112,553",/ year,"['Entry Level', 'Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼39%', '▼26%', '▼7%', '▲7%', '▲2%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Total Pay']","['$70k - $167k', '$2k - $33k', '$2k - $25k', '$69k - $188k']","Based on 1,305 salary profiles (last updated Nov 14 2023)",4.1 out of 5,(159),"['Female', 'Male', 'Prefer to self-define']","['66.7%', '32.0%', '1.3%']",This data is based on 550 survey responses. Learn more about the gender pay gap.
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=Senior_Auditor/Salary,Average Senior Auditor Salary,"$75,567",/ year,"['Entry Level', 'Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼22%', '▼4%', '▲6%', '▲18%', '▲20%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Total Pay']","['$60k - $100k', '$1k - $10k', '$1k - $6k', '$60k - $105k']","Based on 1,375 salary profiles (last updated Nov 18 2023)",3.7 out of 5,(162),"['Female', 'Male', 'Prefer to self-define']","['54.1%', '44.9%', '1.0%']",This data is based on 477 survey responses. Learn more about the gender pay gap.
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=Investment_Analyst/Salary,Average Investment Analyst Salary,"$71,910",/ year,"['Entry Level', 'Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼10%', '▼2%', '▲21%', '▲42%', '▲74%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Commission', 'Total Pay']","['$52k - $102k', '$2k - $20k', '$1k - $17k', '$2k - $16k', '$53k - $115k']","Based on 1,190 salary profiles (last updated Nov 21 2023)",3.8 out of 5,(116),"['Male', 'Female', 'Prefer to self-define']","['74.3%', '24.8%', '0.6%']",This data is based on 487 survey responses. Learn more about the gender pay gap.
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=Compliance_Director/Salary,Average Compliance Director Salary,"$110,845",/ year,"['Entry Level', 'Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼26%', '▼22%', '▼4%', '▲9%', '▲15%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Total Pay']","['$69k - $172k', '$2k - $35k', '$997 - $19k', '$68k - $192k']","Based on 1,239 salary profiles (last updated Nov 17 2023)",4.1 out of 5,(145),"['Female', 'Male', 'Prefer to self-define']","['67.0%', '30.8%', '2.0%']",This data is based on 506 survey responses. Learn more about the gender pay gap.
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=Project_Accountant/Salary,Average Project Accountant Salary,"$63,338",/ year,"['Entry Level', 'Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼18%', '▼6%', '▲6%', '▲8%', '▲13%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Total Pay']","['$49k - $81k', '$731 - $7k', '$527 - $5k', '$48k - $83k']","Based on 1,262 salary profiles (last updated Nov 10 2023)",3.9 out of 5,(156),"['Female', 'Male', 'Prefer to self-define']","['74.0%', '24.7%', '1.4%']",This data is based on 507 survey responses. Learn more about the gender pay gap.
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=Risk_Analyst/Salary,Average Risk Analyst Salary,"$70,600",/ year,"['Entry Level', 'Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼11%', '▼2%', '▲13%', '▲19%', '▲4%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Total Pay']","['$51k - $99k', '$1k - $15k', '$2 - $10k', '$48k - $104k']","Based on 1,281 salary profiles (last updated Nov 21 2023)",4 out of 5,(166),"['Female', 'Male', 'Prefer to self-define']","['49.8%', '49.4%', '0.8%']",This data is based on 506 survey responses. Learn more about the gender pay gap.
https://www.payscale.com/research/US/Job/Accounting-and-Finance,https://www.payscale.com/research/US/Job=Associate_Auditor/Salary,Average Associate Auditor Salary,"$60,530",/ year,"['Entry Level', 'Early Career', 'Mid Career', 'Late Career', 'Experienced']","['▼2%', '▲1%', '▲8%', '▲13%', '▲16%']","['Base Salary', 'Bonus', 'Profit Sharing', 'Total Pay']","['$52k - $72k', '$966 - $5k', '$391 - $3k', '$52k - $72k']","Based on 1,329 salary profiles (last updated Nov 15 2023)",3.6 out of 5,(95),"['Male', 'Female', 'Prefer to self-define']","['53.1%', '46.2%', '0.7%']",This data is based on 416 survey responses. Learn more about the gender pay gap.
