name,displayName,url,profileCount,range,isEstimated
React.js,,/research/US/Job=Computer_Programmer/Salary/848c9774/React.js,20,{'50': 53000},
ASP.NET Framework,,/research/US/Job=Computer_Programmer/Salary/370a245b/ASP.NET-Framework,16,{'50': 65000},
UNIX,,/research/US/Job=Computer_Programmer/Salary/e65a4d1d/UNIX,15,{'50': 70816.2},
Swift Programming Language,,/research/US/Job=Computer_Programmer/Salary/546bfa5e/Swift-Programming-Language,13,{'50': 58750},
C Programming Language,,/research/US/Job=Computer_Programmer/Salary/67856d97/C-Programming-Language,13,{'50': 57931.03},
Java/J2EE,,/research/US/Job=Computer_Programmer/Salary/b40127eb/Java-J2EE,13,{'50': 68000},
HTML5,,/research/US/Job=Computer_Programmer/Salary/bb08769e/HTML5,12,{'50': 62200.76},
Angular.js,,/research/US/Job=Computer_Programmer/Salary/10774227/Angular.js,11,{'50': 65537.9},
COBOL,,/research/US/Job=Computer_Programmer/Salary/aa16a4ce/COBOL,10,{'50': 48842.08},
Informatica,,/research/US/Job=Computer_Programmer/Salary/b500b3ba/Informatica,10,{'50': 86282.96},
Mainframe,,/research/US/Job=Computer_Programmer/Salary/02258333/Mainframe,10,{'50': 72062.92},
Microsoft Excel,,/research/US/Job=Computer_Programmer/Salary/7d6dd0ee/Microsoft-Excel,10,{'50': 47500},
Data Warehouse,,/research/US/Job=Computer_Programmer/Salary/4b2ef70d/Data-Warehouse,9,{'50': 83006.81},
jQuery,,/research/US/Job=Computer_Programmer/Salary/8aee8985/jQuery,9,{'50': 54239.63},
SQL Server Integration Services (SSIS),,/research/US/Job=Computer_Programmer/Salary/d302bf14/SQL-Server-Integration-Services-SSIS,8,{'50': 83006.81},
Cascading Style Sheets (CSS),,/research/US/Job=Computer_Programmer/Salary/9abdf6ff/Cascading-Style-Sheets-CSS,8,{'50': 52000},
Adobe Coldfusion,,/research/US/Job=Computer_Programmer/Salary/e1a988dc/Adobe-Coldfusion,8,{'50': 49142.5},
Machine Learning,,/research/US/Job=Computer_Programmer/Salary/0fbdf2f9/Machine-Learning,8,{'50': 90000},
Oracle SQL Developer,,/research/US/Job=Computer_Programmer/Salary/e2799a33/Oracle-SQL-Developer,8,{'50': 60000},
PowerBuilder,,/research/US/Job=Computer_Programmer/Salary/d2b9a9d6/PowerBuilder,8,{'50': 62400},
RPG IV,,/research/US/Job=Computer_Programmer/Salary/3efd20e5/RPG-IV,8,{'50': 52520},
RPGLE,,/research/US/Job=Computer_Programmer/Salary/b5bf2d0f/RPGLE,8,{'50': 51121.01},
Microsoft Office,,/research/US/Job=Computer_Programmer/Salary/6178af56/Microsoft-Office,7,{'50': 56500},
"ETL (Extract, transform, load)",,/research/US/Job=Computer_Programmer/Salary/2ae6cb1e/ETL-Extract-transform-load,7,{'50': 73697.64},
Data Modeling,,/research/US/Job=Computer_Programmer/Salary/8e21ae12/Data-Modeling,7,{'50': 73697.64},
Perl,,/research/US/Job=Computer_Programmer/Salary/8050ea68/Perl,7,{'50': 69500},
RPG,,/research/US/Job=Computer_Programmer/Salary/6219a8db/RPG,6,{'50': 40000},
SQL Server Reporting Services (SSRS),,/research/US/Job=Computer_Programmer/Salary/965b00cd/SQL-Server-Reporting-Services-SSRS,6,{'50': 45000},
Spring,,/research/US/Job=Computer_Programmer/Salary/13b11618/Spring,6,{'50': 99989.73},
Eclipse Java IDE,,/research/US/Job=Computer_Programmer/Salary/7dfe9633/Eclipse-Java-IDE,6,{'50': 63464.57},
Crystal Reports,,/research/US/Job=Computer_Programmer/Salary/8bd6d9e2/Crystal-Reports,6,{'50': 50495.05},
Apache HTTP Server,,/research/US/Job=Computer_Programmer/Salary/108c666b/Apache-HTTP-Server,6,{'50': 55000},
Business Intelligence,,/research/US/Job=Computer_Programmer/Salary/22a13427/Business-Intelligence,6,{'50': 84497.04},
Database,,/research/US/Job=Computer_Programmer/Salary/1c539f16/Database,6,{'50': 53500},
MySQL,,/research/US/Job=Computer_Programmer/Salary/4cf46d80/MySQL,6,{'50': 57391.3},
Node.js,,/research/US/Job=Computer_Programmer/Salary/8ff3ec2d/Node.js,6,{'50': 53000},
Ruby on Rails,,/research/US/Job=Computer_Programmer/Salary/73ad0d74/Ruby-on-Rails,6,{'50': 61581.48},
Salesforce,,/research/US/Job=Computer_Programmer/Salary/f9079b56/Salesforce,5,{'50': 66678},
Project Management,,/research/US/Job=Computer_Programmer/Salary/4096a622/Project-Management,5,{'50': 70000},
RESTful Web Services,,/research/US/Job=Computer_Programmer/Salary/b5c0d561/RESTful-Web-Services,5,{'50': 71328.67},
Job Control Language (JCL),,/research/US/Job=Computer_Programmer/Salary/5ae4c354/Job-Control-Language-JCL,5,{'50': 70000},
Angular,,/research/US/Job=Computer_Programmer/Salary/4e89ac0e/Angular,5,{'50': 68000},
Shell Scripting,,/research/US/Job=Computer_Programmer/Salary/a0ef524a/Shell-Scripting,5,{'50': 64000},
SAP ABAP,,/research/US/Job=Computer_Programmer/Salary/d840059e/SAP-ABAP,5,{'50': 80903.59},
Problem Solving,,/research/US/Job=Computer_Programmer/Salary/70d3633a/Problem-Solving,5,{'50': 69177.52},
PL/SQL,,/research/US/Job=Computer_Programmer/Salary/bbd4c7ff/PL-SQL,5,{'50': 79698.87},
Microsoft Word,,/research/US/Job=Computer_Programmer/Salary/20d70719/Microsoft-Word,5,{'50': 44800},
Software Development,,/research/US/Job=Computer_Programmer/Salary/4c7c17cf/Software-Development,5,{'50': 75500},
Database Management & Reporting,,/research/US/Job=Computer_Programmer/Salary/8a66f221/Database-Management-%26-Reporting,5,{'50': 57000},
Data Analysis,,/research/US/Job=Computer_Programmer/Salary/5f234c1f/Data-Analysis,5,{'50': 72413.79},
Hibernate,,/research/US/Job=Computer_Programmer/Salary/8fda73d3/Hibernate,5,{'50': 68000},
Geographic Information Systems (GIS),,/research/US/Job=Computer_Programmer/Hourly_Rate/91c9b244/Geographic-Information-Systems-GIS,5,{'50': None},
iOS,,/research/US/Job=Computer_Programmer/Salary/65005eee/iOS,5,{'50': 101477.83},
Transact-SQL,,/research/US/Job=Computer_Programmer/Salary/8b34a7ef/Transact-SQL,5,{'50': 62059.25},
VBA,,/research/US/Job=Computer_Programmer/Salary/b6e5232f/VBA,5,{'50': None},
PeopleSoft,,/research/US/Job=Computer_Programmer/Salary/f8470614/PeopleSoft,4,{'50': 64050},
Microsoft Sharepoint Server,,/research/US/Job=Computer_Programmer/Salary/02ed5d3e/Microsoft-Sharepoint-Server,4,{'50': 64000},
Software Development,,/research/US/Job=Computer_Scientist/Salary/c00c3e80/Software-Development,258,{'50': 83419.09},
Python,,/research/US/Job=Computer_Scientist/Salary/9480c14b/Python,155,{'50': 85191.12},
C++ Programming Language,,/research/US/Job=Computer_Scientist/Salary/54829fa1/C%2B%2B-Programming-Language,124,{'50': 87578.31},
Java,,/research/US/Job=Computer_Scientist/Salary/ef33ee41/Java,110,{'50': 77802},
JavaScript,,/research/US/Job=Computer_Scientist/Salary/879f8fe3/JavaScript,75,{'50': 91363.3},
Systems Engineering,,/research/US/Job=Computer_Scientist/Salary/83efefef/Systems-Engineering,64,{'50': 94426.51},
Machine Learning,,/research/US/Job=Computer_Scientist/Salary/803849de/Machine-Learning,56,{'50': 91115.75},
Matlab,,/research/US/Job=Computer_Scientist/Salary/31594a22/Matlab,34,{'50': 91059.02},
Computer Security,,/research/US/Job=Computer_Scientist/Salary/603a3a31/Computer-Security,32,{'50': 97052.96},
Image Processing,,/research/US/Job=Computer_Scientist/Salary/487d4de0/Image-Processing,21,{'50': 102439.02},
Linux,,/research/US/Job=Computer_Scientist/Salary/984f90b9/Linux,21,{'50': 75312.2},
C Programming Language,,/research/US/Job=Computer_Scientist/Salary/f29c9bac/C-Programming-Language,20,{'50': 75053.95},
Project Management,,/research/US/Job=Computer_Scientist/Salary/f184e56c/Project-Management,19,{'50': 99659.54},
Data Analysis,,/research/US/Job=Computer_Scientist/Salary/6e8a4e32/Data-Analysis,18,{'50': 104300},
Artificial Intelligence (AI),,/research/US/Job=Computer_Scientist/Salary/a7e03c85/Artificial-Intelligence-AI,17,{'50': 85394},
SQL,,/research/US/Job=Computer_Scientist/Salary/0e5a16ef/SQL,16,{'50': 79521.98},
C# Programming Language,,/research/US/Job=Computer_Scientist/Salary/f4e1733b/C%23-Programming-Language,15,{'50': 75213.05},
System Testing,,/research/US/Job=Computer_Scientist/Salary/db8c36e2/System-Testing,11,{'50': 84000},
Software Architecture,,/research/US/Job=Computer_Scientist/Salary/33e4bb62/Software-Architecture,11,{'50': 100000},
Database,,/research/US/Job=Computer_Scientist/Salary/8f9cb383/Database,10,{'50': 83497.01},
MySQL,,/research/US/Job=Computer_Scientist/Salary/a662831b/MySQL,9,{'50': 57789.96},
Cyber Security,,/research/US/Job=Computer_Scientist/Salary/2b13e2ca/Cyber-Security,8,{'50': 81210.79},
Big Data Analytics,,/research/US/Job=Computer_Scientist/Salary/a72a2769/Big-Data-Analytics,7,{'50': 95000},
Agile Software Development,,/research/US/Job=Computer_Scientist/Salary/c33fc5f4/Agile-Software-Development,6,{'50': 91810.4},
HTML,,/research/US/Job=Computer_Scientist/Salary/dea06d2d/HTML,6,{'50': 66262.01},
PHP,,/research/US/Job=Computer_Scientist/Salary/442cdde8/PHP,6,{'50': 89685},
Web Development,,/research/US/Job=Computer_Scientist/Salary/3a5f058a/Web-Development,6,{'50': 81951.22},
R,,/research/US/Job=Computer_Scientist/Salary/ac9180d4/R,5,{'50': 95864.68},
Algorithm Development,,/research/US/Job=Computer_Scientist/Salary/710969e7/Algorithm-Development,5,{'50': 116923.08},
Apache Spark,,/research/US/Job=Computer_Scientist/Salary/e675af6a/Apache-Spark,5,{'50': 107750},
Bioinformatics,,/research/US/Job=Computer_Scientist/Salary/1e84eba2/Bioinformatics,5,{'50': 104761.9},
Computer Vision,,/research/US/Job=Computer_Scientist/Salary/e84becc7/Computer-Vision,5,{'50': 132500},
Shell Scripting,,/research/US/Job=Computer_Scientist/Salary/fc685ff1/Shell-Scripting,3,{'50': 47874.74},
Cyber Security,,/research/US/Job=Computer_Security_Specialist/Salary/21c2bb65/Cyber-Security,24,{'50': 104529.27},
IT Security & Infrastructure,,/research/US/Job=Computer_Security_Specialist/Salary/e1a1416f/IT-Security-%26-Infrastructure,24,{'50': 84852.36},
Security Risk Management,,/research/US/Job=Computer_Security_Specialist/Salary/6e00dae7/Security-Risk-Management,23,{'50': 130631.59},
Microsoft Office,,/research/US/Job=Computer_Security_Specialist/Salary/88ed8729/Microsoft-Office,22,{'50': 55063.15},
Security Policies and Procedures,,/research/US/Job=Computer_Security_Specialist/Salary/1bc6cc00/Security-Policies-and-Procedures,20,{'50': 94044.14},
Security Intrusion Detection,,/research/US/Job=Computer_Security_Specialist/Salary/848aa167/Security-Intrusion-Detection,16,{'50': 55000},
Security Testing and Auditing,,/research/US/Job=Computer_Security_Specialist/Salary/f1189f21/Security-Testing-and-Auditing,12,{'50': 91977.64},
Security Information and Event Management (SIEM),,/research/US/Job=Computer_Security_Specialist/Salary/787b3d43/Security-Information-and-Event-Management-SIEM,10,{'50': 69000},
Computer Security,,/research/US/Job=Computer_Security_Specialist/Salary/68b36991/Computer-Security,4,{'50': 76323},
Microsoft Office,,/research/US/Job=Computer_Services_Manager/Salary/92542ee5/Microsoft-Office,5,{'50': 86711.44},
Network Management / Administration,,/research/US/Job=Computer_Services_Manager/Salary/4cf4a09d/Network-Management-Administration,5,{'50': 88332.86},
Project Management,,/research/US/Job=Computer_Services_Manager/Salary/86fdcf64/Project-Management,5,{'50': 75000},
JavaScript,,/research/US/Job=Computer_Software_Engineer/Salary/198cae3d/JavaScript,28,{'50': 76138.09},
React.js,,/research/US/Job=Computer_Software_Engineer/Salary/8ee6e510/React.js,16,{'50': 73000},
C++ Programming Language,,/research/US/Job=Computer_Software_Engineer/Salary/03dc6ee8/C%2B%2B-Programming-Language,15,{'50': 80000},
SQL,,/research/US/Job=Computer_Software_Engineer/Salary/a56a0363/SQL,12,{'50': 74554.22},
Docker,,/research/US/Job=Computer_Software_Engineer/Salary/16d1fd28/Docker,9,{'50': 68000},
Linux,,/research/US/Job=Computer_Software_Engineer/Salary/b70526bc/Linux,9,{'50': 92500},
C Programming Language,,/research/US/Job=Computer_Software_Engineer/Salary/096de8c4/C-Programming-Language,7,{'50': 68784.46},
C# Programming Language,,/research/US/Job=Computer_Software_Engineer/Salary/564b1d33/C%23-Programming-Language,7,{'50': 69388.22},
Eclipse Java IDE,,/research/US/Job=Computer_Software_Engineer/Salary/14a2b8d7/Eclipse-Java-IDE,7,{'50': 111000},
Java,,/research/US/Job=Computer_Software_Engineer/Salary/23ca2ae1/Java,5,{'50': 67664.35},
Python,,/research/US/Job=Computer_Software_Engineer/Salary/f3575eb7/Python,5,{'50': 80000},
.NET,,/research/US/Job=Computer_Software_Engineer%2C_Applications/Salary/637a1d6e/.NET,39,{'50': 77524.39},
C++ Programming Language,,/research/US/Job=Computer_Software_Engineer%2C_Applications/Salary/ae454b83/C%2B%2B-Programming-Language,36,{'50': 87323.78},
JavaScript,,/research/US/Job=Computer_Software_Engineer%2C_Applications/Salary/225d3e6c/JavaScript,31,{'50': 70564.07},
Java,,/research/US/Job=Computer_Software_Engineer%2C_Applications/Salary/92764748/Java,25,{'50': 80485.65},
Python,,/research/US/Job=Computer_Software_Engineer%2C_Applications/Salary/102e3139/Python,24,{'50': 80375.72},
ASP.NET Framework,,/research/US/Job=Computer_Software_Engineer%2C_Applications/Salary/298ea8bf/ASP.NET-Framework,24,{'50': 77699.32},
C# Programming Language,,/research/US/Job=Computer_Software_Engineer%2C_Applications/Salary/67232785/C%23-Programming-Language,19,{'50': 77382.85},
Linux,,/research/US/Job=Computer_Software_Engineer%2C_Applications/Salary/36031749/Linux,18,{'50': 88950.84},
SQL,,/research/US/Job=Computer_Software_Engineer%2C_Applications/Salary/ad8f1f5c/SQL,16,{'50': 84757.41},
Software Development,,/research/US/Job=Computer_Software_Engineer%2C_Applications/Salary/a953dd87/Software-Development,11,{'50': 70985.92},
C Programming Language,,/research/US/Job=Computer_Software_Engineer%2C_Applications/Salary/ab56f58b/C-Programming-Language,7,{'50': 94246.24},
Machine Learning,,/research/US/Job=Computer_Software_Engineer%2C_Applications/Salary/9cc154f7/Machine-Learning,6,{'50': 74224},
Microsoft SQL Server,,/research/US/Job=Computer_Software_Engineer%2C_Applications/Salary/b3ea8e3d/Microsoft-SQL-Server,6,{'50': 80000},
HTML,,/research/US/Job=Computer_Software_Engineer%2C_Applications/Salary/8eb2d97f/HTML,5,{'50': 74000},
Image Processing,,/research/US/Job=Computer_Software_Engineer%2C_Applications/Salary/a6a456f9/Image-Processing,5,{'50': 74000},
Linux,,/research/US/Job=Computer_Software_Engineer%2C_Systems_Software/Salary/2a35c4d4/Linux,67,{'50': 91956.65},
C Programming Language,,/research/US/Job=Computer_Software_Engineer%2C_Systems_Software/Salary/33d9b189/C-Programming-Language,55,{'50': 92771.83},
Java,,/research/US/Job=Computer_Software_Engineer%2C_Systems_Software/Salary/725a147f/Java,54,{'50': 76802.45},
C++ Programming Language,,/research/US/Job=Computer_Software_Engineer%2C_Systems_Software/Salary/8ea54b82/C%2B%2B-Programming-Language,50,{'50': 90031.43},
HTML,,/research/US/Job=Computer_Software_Engineer%2C_Systems_Software/Salary/4863b32c/HTML,47,{'50': 69441.13},
SQL,,/research/US/Job=Computer_Software_Engineer%2C_Systems_Software/Salary/7bfb2fa7/SQL,41,{'50': 76000},
C# Programming Language,,/research/US/Job=Computer_Software_Engineer%2C_Systems_Software/Salary/401e736a/C%23-Programming-Language,40,{'50': 78292.28},
JavaScript,,/research/US/Job=Computer_Software_Engineer%2C_Systems_Software/Salary/e723f5c9/JavaScript,35,{'50': 73356.45},
UNIX,,/research/US/Job=Computer_Software_Engineer%2C_Systems_Software/Salary/9b8ec6a6/UNIX,25,{'50': 81160.61},
.NET,,/research/US/Job=Computer_Software_Engineer%2C_Systems_Software/Salary/aff7a8ec/.NET,24,{'50': 81952.11},
Requirements Analysis,,/research/US/Job=Computer_Software_Engineer%2C_Systems_Software/Salary/5921521d/Requirements-Analysis,20,{'50': 73890.76},
Microsoft SQL Server,,/research/US/Job=Computer_Software_Engineer%2C_Systems_Software/Salary/7fe79b5b/Microsoft-SQL-Server,20,{'50': 76403.84},
Windows NT / 2000 / XP Networking,,/research/US/Job=Computer_Software_Engineer%2C_Systems_Software/Salary/5337fec1/Windows-NT-2000-XP-Networking,19,{'50': 70000},
Software Test,,/research/US/Job=Computer_Software_Engineer%2C_Systems_Software/Salary/654e2bba/Software-Test,17,{'50': 76000},
Matlab,,/research/US/Job=Computer_Software_Engineer%2C_Systems_Software/Salary/841f1e8b/Matlab,17,{'50': 75231.41},
Visual Basic (VB),,/research/US/Job=Computer_Software_Engineer%2C_Systems_Software/Salary/b8356735/Visual-Basic-VB,16,{'50': 83461.33},
Software Development,,/research/US/Job=Computer_Software_Engineer%2C_Systems_Software/Salary/f0c08a09/Software-Development,14,{'50': 109772.73},
Test Planning,,/research/US/Job=Computer_Software_Engineer%2C_Systems_Software/Salary/5d543bcc/Test-Planning,12,{'50': 59482.87},
System Testing,,/research/US/Job=Computer_Software_Engineer%2C_Systems_Software/Salary/1d43c5e1/System-Testing,12,{'50': 82507.32},
Microsoft Word,,/research/US/Job=Computer_Software_Engineer%2C_Systems_Software/Salary/fe2a8be1/Microsoft-Word,11,{'50': 58171.49},
Python,,/research/US/Job=Computer_Software_Engineer%2C_Systems_Software/Salary/5d782aa9/Python,11,{'50': 83507.85},
Embedded / Real-Time / RTOS,,/research/US/Job=Computer_Software_Engineer%2C_Systems_Software/Salary/3327dba0/Embedded-Real-Time-RTOS,10,{'50': 85293.52},
Agile Software Development,,/research/US/Job=Computer_Software_Engineer%2C_Systems_Software/Salary/73bceef7/Agile-Software-Development,6,{'50': 88500},
Oracle,,/research/US/Job=Computer_Software_Engineer%2C_Systems_Software/Salary/8e8072e6/Oracle,6,{'50': 100000},
VHSIC Hardware Description Language (VHDL),,/research/US/Job=Computer_Software_Engineer%2C_Systems_Software/Salary/be39510a/VHSIC-Hardware-Description-Language-VHDL,6,{'50': 86473.99},
Software Architecture,,/research/US/Job=Computer_Software_Engineer%2C_Systems_Software/Salary/c84e085a/Software-Architecture,6,{'50': 72348.19},
Systems Engineering,,/research/US/Job=Computer_Software_Engineer%2C_Systems_Software/Salary/843627ae/Systems-Engineering,5,{'50': 96000},
Kernel Development,,/research/US/Job=Computer_Software_Engineer%2C_Systems_Software/Salary/9247c4e4/Kernel-Development,2,{'50': 113000},
Information Technology (IT) Support,,/research/US/Job=Computer_Specialist/Salary/8e190975/Information-Technology-IT-Support,32,{'50': 49038.59},
Help Desk / Desktop Support (Tier 2),,/research/US/Job=Computer_Specialist/Salary/7896d5be/Help-Desk-Desktop-Support-Tier-2,28,{'50': 63920.82},
Computer Hardware Technician,,/research/US/Job=Computer_Specialist/Salary/9f045925/Computer-Hardware-Technician,15,{'50': 55497.58},
System Administration,,/research/US/Job=Computer_Specialist/Hourly_Rate/52212fe7/System-Administration,14,{'50': 45000},
Network Support,,/research/US/Job=Computer_Specialist/Salary/83157cbd/Network-Support,12,{'50': 47239.56},
Systems Computer/Console Operations,,/research/US/Job=Computer_Specialist/Hourly_Rate/306cf6ac/Systems-Computer-Console-Operations,7,{'50': 60000},
Customer Service,,/research/US/Job=Computer_Specialist/Hourly_Rate/27f625ab/Customer-Service,6,{'50': 56814.48},
Hardware Configuration,,/research/US/Job=Computer_Specialist/Hourly_Rate/5534d772/Hardware-Configuration,5,{'50': None},
Software Installation & Upgrade,,/research/US/Job=Computer_Specialist/Salary/058be41c/Software-Installation-%26-Upgrade,5,{'50': 41250},
Data Analysis,,/research/US/Job=Computer_Specialist/Salary/7224cdf1/Data-Analysis,5,{'50': 62418},
Microsoft Office,,/research/US/Job=Computer_Specialist/Salary/91937d73/Microsoft-Office,4,{'50': 60500},
Information Technology (IT) Support,,/research/US/Job=Computer_Support_Specialist/Hourly_Rate/fbb4e5cc/Information-Technology-IT-Support,119,{'50': 20.6},
Help Desk / Desktop Support,,/research/US/Job=Computer_Support_Specialist/Hourly_Rate/e31dd214/Help-Desk-Desktop-Support,89,{'50': 18.93},
Computer Hardware Technician,,/research/US/Job=Computer_Support_Specialist/Hourly_Rate/e39a94c3/Computer-Hardware-Technician,64,{'50': 20},
Help Desk / Desktop Support (Tier 2),,/research/US/Job=Computer_Support_Specialist/Hourly_Rate/4986b496/Help-Desk-Desktop-Support-Tier-2,61,{'50': 22.88},
System Administration,,/research/US/Job=Computer_Support_Specialist/Salary/f41b2256/System-Administration,44,{'50': 25.04},
Windows Support,,/research/US/Job=Computer_Support_Specialist/Hourly_Rate/5870c365/Windows-Support,30,{'50': 19.39},
Troubleshooting,,/research/US/Job=Computer_Support_Specialist/Hourly_Rate/a1f744e3/Troubleshooting,28,{'50': 21.18},
Network Support,,/research/US/Job=Computer_Support_Specialist/Hourly_Rate/4afd986e/Network-Support,26,{'50': 21.5},
Software Installation & Upgrade,,/research/US/Job=Computer_Support_Specialist/Hourly_Rate/2659fd9f/Software-Installation-%26-Upgrade,13,{'50': 21.78},
Customer Service,,/research/US/Job=Computer_Support_Specialist/Hourly_Rate/4287aec6/Customer-Service,6,{'50': 22.24},
Microsoft Office,,/research/US/Job=Computer_Support_Specialist/Hourly_Rate/9f2a0bc4/Microsoft-Office,6,{'50': 16.73},
Microsoft Active Directory,,/research/US/Job=Computer_Support_Specialist/Hourly_Rate/c1dcd39b/Microsoft-Active-Directory,5,{'50': 17.54},
Hardware Configuration,,/research/US/Job=Computer_Support_Specialist/Hourly_Rate/223db49d/Hardware-Configuration,5,{'50': 18.44},
Windows Operating System General Use,,/research/US/Job=Computer_Support_Specialist/Hourly_Rate/0057e017/Windows-Operating-System-General-Use,5,{'50': 16.09},
Systems Troubleshooting,,/research/US/Job=Computer_Support_Specialist/Hourly_Rate/4ed9df51/Systems-Troubleshooting,3,{'50': 16.53},
Network Management / Administration,,/research/US/Job=Computer_Support_Specialist/Salary/70ed6640/Network-Management-Administration,3,{'50': None},
Software Knowledge,,/research/US/Job=Computer_Support_Specialist/Hourly_Rate/556f1bc0/Software-Knowledge,2,{'50': 18.74},
PC Support,,/research/US/Job=Computer_Support_Specialist/Hourly_Rate/ab5d7988/PC-Support,2,{'50': 17.05},
Microsoft Office,,/research/US/Job=Computer_Support_Technician/Hourly_Rate/fde050b9/Microsoft-Office,53,{'50': 18.96},
System Repair,,/research/US/Job=Computer_Support_Technician/Hourly_Rate/92c947b3/System-Repair,48,{'50': 16.58},
Computer Hardware Technician,,/research/US/Job=Computer_Support_Technician/Hourly_Rate/6a15c251/Computer-Hardware-Technician,44,{'50': 19.07},
Help Desk / Desktop Support (Tier 2),,/research/US/Job=Computer_Support_Technician/Hourly_Rate/f25fc1f1/Help-Desk-Desktop-Support-Tier-2,41,{'50': 22.02},
Troubleshooting,,/research/US/Job=Computer_Support_Technician/Hourly_Rate/e6ec1938/Troubleshooting,41,{'50': 19.29},
Software Installation & Upgrade,,/research/US/Job=Computer_Support_Technician/Hourly_Rate/d0cbf204/Software-Installation-%26-Upgrade,33,{'50': 18.81},
Software Knowledge,,/research/US/Job=Computer_Support_Technician/Salary/49911a89/Software-Knowledge,33,{'50': 17.6},
PC Support,,/research/US/Job=Computer_Support_Technician/Hourly_Rate/74431f65/PC-Support,32,{'50': 20.47},
Customer Service,,/research/US/Job=Computer_Support_Technician/Hourly_Rate/4aafd41b/Customer-Service,24,{'50': 21.5},
Windows NT / 2000 / XP Networking,,/research/US/Job=Computer_Support_Technician/Hourly_Rate/aea31b6a/Windows-NT-2000-XP-Networking,19,{'50': 16.56},
Information Technology (IT) Support,,/research/US/Job=Computer_Support_Technician/Hourly_Rate/a924862e/Information-Technology-IT-Support,16,{'50': 23.25},
Network Support,,/research/US/Job=Computer_Support_Technician/Hourly_Rate/d0143ae0/Network-Support,10,{'50': 18},
Computer Service,,/research/US/Job=Computer_Support_Technician/Hourly_Rate/c25cc97d/Computer-Service,9,{'50': 15},
Help Desk / Desktop Support (Tier 1),,/research/US/Job=Computer_Support_Technician/Hourly_Rate/680fb44f/Help-Desk-Desktop-Support-Tier-1,7,{'50': 17},
System Administration,,/research/US/Job=Computer_Support_Technician/Salary/3f83a30b/System-Administration,6,{'50': None},
Microsoft Active Directory,,/research/US/Job=Computer_Support_Technician/Hourly_Rate/4b8b96c1/Microsoft-Active-Directory,5,{'50': 20.32},
Microsoft Exchange,,/research/US/Job=Computer_Support_Technician/Salary/3ae98d5c/Microsoft-Exchange,5,{'50': None},
Information Technology (IT) Support,,/research/US/Job=Computer_Systems_Analyst/Salary/b2a0ec55/Information-Technology-IT-Support,98,{'50': 75087},
Microsoft Office,,/research/US/Job=Computer_Systems_Analyst/Salary/9da4eb0c/Microsoft-Office,75,{'50': 68267.39},
Systems Troubleshooting,,/research/US/Job=Computer_Systems_Analyst/Salary/48da3e6e/Systems-Troubleshooting,74,{'50': 77810.2},
System Administration,,/research/US/Job=Computer_Systems_Analyst/Salary/01c497da/System-Administration,68,{'50': 80364.81},
Windows Operating System General Use,,/research/US/Job=Computer_Systems_Analyst/Salary/a9d3019f/Windows-Operating-System-General-Use,63,{'50': 67746.47},
Microsoft Excel,,/research/US/Job=Computer_Systems_Analyst/Salary/d6c143bf/Microsoft-Excel,62,{'50': 66189.35},
SQL,,/research/US/Job=Computer_Systems_Analyst/Salary/78e3c573/SQL,55,{'50': 81674.73},
Java,,/research/US/Job=Computer_Systems_Analyst/Salary/f7faf41f/Java,53,{'50': 71815.21},
Microsoft Word,,/research/US/Job=Computer_Systems_Analyst/Salary/777c8580/Microsoft-Word,48,{'50': 60983.61},
Microsoft SQL Server,,/research/US/Job=Computer_Systems_Analyst/Salary/1587ef2c/Microsoft-SQL-Server,45,{'50': 72229.03},
Windows NT / 2000 / XP Networking,,/research/US/Job=Computer_Systems_Analyst/Salary/64050d6d/Windows-NT-2000-XP-Networking,41,{'50': 62493.32},
Windows 2003 Server,,/research/US/Job=Computer_Systems_Analyst/Salary/5ccd8bf6/Windows-2003-Server,34,{'50': 65184.11},
HTML,,/research/US/Job=Computer_Systems_Analyst/Salary/feba88e9/HTML,32,{'50': 62993.15},
Microsoft Access,,/research/US/Job=Computer_Systems_Analyst/Salary/515cabde/Microsoft-Access,31,{'50': 61539.88},
Network Management / Administration,,/research/US/Job=Computer_Systems_Analyst/Salary/acddd4e8/Network-Management-Administration,27,{'50': 69683.9},
.NET,,/research/US/Job=Computer_Systems_Analyst/Salary/aa0fa6c0/.NET,25,{'50': 73051.79},
C# Programming Language,,/research/US/Job=Computer_Systems_Analyst/Salary/5560b11d/C%23-Programming-Language,24,{'50': 64048.59},
Windows Server 2012 R2,,/research/US/Job=Computer_Systems_Analyst/Salary/a9bbd411/Windows-Server-2012-R2,23,{'50': 61176.47},
UNIX,,/research/US/Job=Computer_Systems_Analyst/Salary/869e664f/UNIX,22,{'50': 73843.48},
C++ Programming Language,,/research/US/Job=Computer_Systems_Analyst/Salary/fbece06a/C%2B%2B-Programming-Language,19,{'50': 70016.74},
JavaScript,,/research/US/Job=Computer_Systems_Analyst/Salary/b1981788/JavaScript,19,{'50': 72413.79},
Linux,,/research/US/Job=Computer_Systems_Analyst/Salary/6382adc1/Linux,17,{'50': 83462.34},
Microsoft Active Directory,,/research/US/Job=Computer_Systems_Analyst/Salary/8dfb0ce0/Microsoft-Active-Directory,16,{'50': 67000},
Oracle,,/research/US/Job=Computer_Systems_Analyst/Salary/adca7795/Oracle,11,{'50': 69698.71},
Requirements Analysis,,/research/US/Job=Computer_Systems_Analyst/Salary/c8ae4e81/Requirements-Analysis,7,{'50': 83000},
