name,displayName,url,profileCount,range,isEstimated
1-4 years,,/research/US/Job=Computer_Security_Specialist/Salary/81277f0d/Early-Career,25,{'50': 71215.54},
5-9 years,,/research/US/Job=Computer_Security_Specialist/Salary/7d9a0b47/Mid-Career,8,{'50': 85813.95},
10-19 years,,/research/US/Job=Computer_Security_Specialist/Salary/ca424309/Experienced,10,{'50': 90000},
20 years or more,,/research/US/Job=Computer_Security_Specialist/Salary/eb94a5d3/Late-Career,7,{'50': 111151.21},
1-4 years,,/research/US/Job=Computer_Services_Manager/Salary/cdff0d55/Early-Career,5,{'50': 78850},
10-19 years,,/research/US/Job=Computer_Services_Manager/Salary/143f3ec9/Experienced,6,{'50': 84000},
20 years or more,,/research/US/Job=Computer_Services_Manager/Salary/c8a47ba5/Late-Career,5,{'50': 57000},
Less than 1 year,,/research/US/Job=Computer_Software_Engineer/Salary/d30c4d09/Entry-Level,15,{'50': 72517.67},
1-4 years,,/research/US/Job=Computer_Software_Engineer/Salary/d30c4d09/Early-Career,25,{'50': 76775.19},
5-9 years,,/research/US/Job=Computer_Software_Engineer/Salary/e93c7c05/Mid-Career,26,{'50': 122448.98},
10-19 years,,/research/US/Job=Computer_Software_Engineer/Salary/604fb341/Experienced,7,{'50': 86107.51},
20 years or more,,/research/US/Job=Computer_Software_Engineer/Salary/96235454/Late-Career,5,{'50': 82000},
Less than 1 year,,/research/US/Job=Computer_Software_Engineer%2C_Applications/Salary/bc025758/Entry-Level,31,{'50': 75469},
1-4 years,,/research/US/Job=Computer_Software_Engineer%2C_Applications/Salary/bc025758/Early-Career,51,{'50': 75742.19},
5-9 years,,/research/US/Job=Computer_Software_Engineer%2C_Applications/Salary/021bc038/Mid-Career,24,{'50': 93641.29},
10-19 years,,/research/US/Job=Computer_Software_Engineer%2C_Applications/Salary/317a566f/Experienced,18,{'50': 101255.34},
20 years or more,,/research/US/Job=Computer_Software_Engineer%2C_Applications/Salary/12e1fae5/Late-Career,11,{'50': 118853.86},
Less than 1 year,,/research/US/Job=Computer_Software_Engineer%2C_Systems_Software/Salary/20f9d94c/Entry-Level,51,{'50': 70115.16},
1-4 years,,/research/US/Job=Computer_Software_Engineer%2C_Systems_Software/Salary/20f9d94c/Early-Career,35,{'50': 82511.82},
5-9 years,,/research/US/Job=Computer_Software_Engineer%2C_Systems_Software/Salary/e8bdb6bf/Mid-Career,15,{'50': 99182.08},
10-19 years,,/research/US/Job=Computer_Software_Engineer%2C_Systems_Software/Salary/d0d99c27/Experienced,43,{'50': 106993.75},
20 years or more,,/research/US/Job=Computer_Software_Engineer%2C_Systems_Software/Salary/7bafc15d/Late-Career,15,{'50': 121659.43},
Less than 1 year,,/research/US/Job=Computer_Specialist/Salary/9c423d4c/Entry-Level,19,{'50': 40488.55},
1-4 years,,/research/US/Job=Computer_Specialist/Salary/9c423d4c/Early-Career,15,{'50': 48368.44},
5-9 years,,/research/US/Job=Computer_Specialist/Salary/e9e68f29/Mid-Career,14,{'50': 71757.35},
10-19 years,,/research/US/Job=Computer_Specialist/Salary/6ae3a08f/Experienced,23,{'50': 62591.28},
20 years or more,,/research/US/Job=Computer_Specialist/Salary/3a3c7204/Late-Career,18,{'50': 67654.72},
Less than 1 year,,/research/US/Job=Computer_Support_Specialist/Hourly_Rate/d07d409e/Entry-Level,12,{'50': 17.28},
1-4 years,,/research/US/Job=Computer_Support_Specialist/Hourly_Rate/d07d409e/Early-Career,104,{'50': 17.6},
5-9 years,,/research/US/Job=Computer_Support_Specialist/Hourly_Rate/44cc87b5/Mid-Career,48,{'50': 24.12},
10-19 years,,/research/US/Job=Computer_Support_Specialist/Salary/21d11245/Experienced,49,{'50': 25.91},
20 years or more,,/research/US/Job=Computer_Support_Specialist/Salary/9060dd43/Late-Career,28,{'50': 25.28},
Less than 1 year,,/research/US/Job=Computer_Support_Technician/Hourly_Rate/3572dbe3/Entry-Level,7,{'50': 15.72},
1-4 years,,/research/US/Job=Computer_Support_Technician/Hourly_Rate/3572dbe3/Early-Career,33,{'50': 18.74},
5-9 years,,/research/US/Job=Computer_Support_Technician/Hourly_Rate/455de6bb/Mid-Career,34,{'50': 20.27},
10-19 years,,/research/US/Job=Computer_Support_Technician/Hourly_Rate/6b5812ec/Experienced,21,{'50': 25.43},
20 years or more,,/research/US/Job=Computer_Support_Technician/Salary/4f6acf32/Late-Career,11,{'50': 33.08},
Less than 1 year,,/research/US/Job=Computer_Systems_Analyst/Salary/3e163633/Entry-Level,14,{'50': 60865.49},
1-4 years,,/research/US/Job=Computer_Systems_Analyst/Salary/3e163633/Early-Career,88,{'50': 69114.57},
5-9 years,,/research/US/Job=Computer_Systems_Analyst/Salary/86524da1/Mid-Career,90,{'50': 78160.76},
10-19 years,,/research/US/Job=Computer_Systems_Analyst/Salary/48d26dc1/Experienced,118,{'50': 83522.89},
20 years or more,,/research/US/Job=Computer_Systems_Analyst/Salary/7ddbc82b/Late-Career,46,{'50': 81606.25},
Less than 1 year,,/research/US/Job=Computer_Technical_Support_Specialist/Hourly_Rate/d59f2a14/Entry-Level,25,{'50': 15.87},
1-4 years,,/research/US/Job=Computer_Technical_Support_Specialist/Hourly_Rate/d59f2a14/Early-Career,154,{'50': 19.08},
5-9 years,,/research/US/Job=Computer_Technical_Support_Specialist/Salary/34f6ec9a/Mid-Career,89,{'50': 23.27},
10-19 years,,/research/US/Job=Computer_Technical_Support_Specialist/Salary/11de421e/Experienced,104,{'50': 24.07},
20 years or more,,/research/US/Job=Computer_Technical_Support_Specialist/Salary/4ce64448/Late-Career,81,{'50': 25.41},
Less than 1 year,,/research/US/Job=Computer_and_Information_Scientist%2C_Research/Salary/38f52764/Entry-Level,8,{'50': 105476.74},
1-4 years,,/research/US/Job=Computer_and_Information_Scientist%2C_Research/Salary/38f52764/Early-Career,16,{'50': 90000},
5-9 years,,/research/US/Job=Computer_and_Information_Scientist%2C_Research/Salary/d889e291/Mid-Career,12,{'50': 104058.86},
10-19 years,,/research/US/Job=Computer_and_Information_Scientist%2C_Research/Salary/19acc74b/Experienced,33,{'50': 149455.34},
20 years or more,,/research/US/Job=Computer_and_Information_Scientist%2C_Research/Salary/581dbe25/Late-Career,6,{'50': 154100},
Less than 1 year,,/research/US/Job=Configuration_Analyst/Salary/b1a55f5c/Entry-Level,30,{'50': 57519.3},
1-4 years,,/research/US/Job=Configuration_Analyst/Salary/b1a55f5c/Early-Career,219,{'50': 64875.84},
5-9 years,,/research/US/Job=Configuration_Analyst/Salary/565245e0/Mid-Career,98,{'50': 75155.31},
10-19 years,,/research/US/Job=Configuration_Analyst/Salary/88fe4bcf/Experienced,56,{'50': 79223.4},
20 years or more,,/research/US/Job=Configuration_Analyst/Salary/f8a81bc1/Late-Career,42,{'50': 88191.76},
Less than 1 year,,/research/US/Job=Configuration_Management_(CM)_Analyst/Salary/3e589b38/Entry-Level,15,{'50': 65314.45},
1-4 years,,/research/US/Job=Configuration_Management_(CM)_Analyst/Salary/3e589b38/Early-Career,80,{'50': 65005.6},
5-9 years,,/research/US/Job=Configuration_Management_(CM)_Analyst/Salary/572dafdf/Mid-Career,48,{'50': 75359.67},
10-19 years,,/research/US/Job=Configuration_Management_(CM)_Analyst/Salary/f8218c87/Experienced,51,{'50': 86803.54},
20 years or more,,/research/US/Job=Configuration_Management_(CM)_Analyst/Salary/565d1a45/Late-Career,49,{'50': 93573.05},
1-4 years,,/research/US/Job=Configuration_Management_(CM)_Manager/Salary/db717087/Early-Career,20,{'50': 70174.9},
5-9 years,,/research/US/Job=Configuration_Management_(CM)_Manager/Salary/0b704389/Mid-Career,20,{'50': 94000.91},
10-19 years,,/research/US/Job=Configuration_Management_(CM)_Manager/Salary/92829949/Experienced,20,{'50': 101885.52},
20 years or more,,/research/US/Job=Configuration_Management_(CM)_Manager/Salary/b92c2589/Late-Career,18,{'50': 117761.81},
Less than 1 year,,/research/US/Job=Configuration_Management_(CM)_Specialist/Salary/b5dc1db3/Entry-Level,44,{'50': 47896.3},
1-4 years,,/research/US/Job=Configuration_Management_(CM)_Specialist/Salary/b5dc1db3/Early-Career,79,{'50': 63348.63},
5-9 years,,/research/US/Job=Configuration_Management_(CM)_Specialist/Salary/772a0a01/Mid-Career,37,{'50': 70271.98},
10-19 years,,/research/US/Job=Configuration_Management_(CM)_Specialist/Salary/ca4484b7/Experienced,56,{'50': 72455.49},
20 years or more,,/research/US/Job=Configuration_Management_(CM)_Specialist/Salary/a758bb10/Late-Career,42,{'50': 85223.66},
Less than 1 year,,/research/US/Job=Configuration_Manager/Salary/88bdda12/Entry-Level,7,{'50': 76711.46},
1-4 years,,/research/US/Job=Configuration_Manager/Salary/88bdda12/Early-Career,58,{'50': 81745.79},
5-9 years,,/research/US/Job=Configuration_Manager/Salary/b82c44ff/Mid-Career,71,{'50': 94341.12},
10-19 years,,/research/US/Job=Configuration_Manager/Salary/82f0cd47/Experienced,87,{'50': 100664.29},
20 years or more,,/research/US/Job=Configuration_Manager/Salary/0f497aae/Late-Career,76,{'50': 124738.51},
1-4 years,,/research/US/Job=Configuration_Manager%2C_IT/Salary/fadff548/Early-Career,5,{'50': 65001.62},
5-9 years,,/research/US/Job=Configuration_Manager%2C_IT/Salary/f9589127/Mid-Career,22,{'50': 70000},
10-19 years,,/research/US/Job=Configuration_Manager%2C_IT/Salary/252f6888/Experienced,7,{'50': 93368.98},
20 years or more,,/research/US/Job=Configuration_Manager%2C_IT/Salary/aa1911e3/Late-Career,6,{'50': 112500},
Less than 1 year,,/research/US/Job=Configuration_Manager%2C_Software_%2F_Computer_Hardware/Salary/d25ef5a9/Entry-Level,5,{'50': 55000},
1-4 years,,/research/US/Job=Configuration_Manager%2C_Software_%2F_Computer_Hardware/Salary/d25ef5a9/Early-Career,6,{'50': 58500},
5-9 years,,/research/US/Job=Configuration_Manager%2C_Software_%2F_Computer_Hardware/Salary/7c58c027/Mid-Career,25,{'50': 80501.09},
10-19 years,,/research/US/Job=Configuration_Manager%2C_Software_%2F_Computer_Hardware/Salary/e209ea31/Experienced,12,{'50': 111435},
20 years or more,,/research/US/Job=Configuration_Manager%2C_Software_%2F_Computer_Hardware/Salary/b2d7204b/Late-Career,8,{'50': 129973.78},
1-4 years,,/research/US/Job=Consulting_Software_Engineer/Salary/3efe876f/Early-Career,12,{'50': 79900},
5-9 years,,/research/US/Job=Consulting_Software_Engineer/Salary/5e595403/Mid-Career,10,{'50': 105476.74},
10-19 years,,/research/US/Job=Consulting_Software_Engineer/Salary/6d7ffdff/Experienced,27,{'50': 131355.01},
20 years or more,,/research/US/Job=Consulting_Software_Engineer/Salary/839456af/Late-Career,17,{'50': 144911.74},
Less than 1 year,,/research/US/Job=Content_Analyst/Hourly_Rate/546194ed/Entry-Level,23,{'50': 49008.22},
1-4 years,,/research/US/Job=Content_Analyst/Salary/546194ed/Early-Career,59,{'50': 60654.46},
5-9 years,,/research/US/Job=Content_Analyst/Salary/b55afc22/Mid-Career,14,{'50': 63364.69},
10-19 years,,/research/US/Job=Content_Analyst/Salary/60533fbd/Experienced,10,{'50': 58000},
Less than 1 year,,/research/US/Job=Content_Manager/Salary/4318ac39/Entry-Level,45,{'50': 49446.88},
1-4 years,,/research/US/Job=Content_Manager/Salary/4318ac39/Early-Career,900,{'50': 59446.49},
5-9 years,,/research/US/Job=Content_Manager/Salary/c105ff07/Mid-Career,669,{'50': 69782.85},
10-19 years,,/research/US/Job=Content_Manager/Salary/23e8138f/Experienced,355,{'50': 80802.62},
20 years or more,,/research/US/Job=Content_Manager/Salary/0dbbf5a3/Late-Career,88,{'50': 81377.58},
5-9 years,,/research/US/Job=Cryptologist/Salary/bff37dfa/Mid-Career,5,{'50': 69634.27},
Less than 1 year,,/research/US/Job=Crystal_Reports_Developer/Salary/71a5dc12/Entry-Level,19,{'50': 49131.76},
1-4 years,,/research/US/Job=Crystal_Reports_Developer/Salary/71a5dc12/Early-Career,21,{'50': 67582.8},
5-9 years,,/research/US/Job=Crystal_Reports_Developer/Salary/9beec12f/Mid-Career,12,{'50': 69945},
10-19 years,,/research/US/Job=Crystal_Reports_Developer/Salary/3b464f9f/Experienced,11,{'50': 80000},
20 years or more,,/research/US/Job=Crystal_Reports_Developer/Salary/c9f44f63/Late-Career,11,{'50': 83000},
Less than 1 year,,/research/US/Job=Customer_Relationship_Management_(CRM)_Administrator/Salary/85360404/Entry-Level,9,{'50': 53654.84},
1-4 years,,/research/US/Job=Customer_Relationship_Management_(CRM)_Administrator/Salary/85360404/Early-Career,80,{'50': 56731.19},
5-9 years,,/research/US/Job=Customer_Relationship_Management_(CRM)_Administrator/Salary/15f98a32/Mid-Career,23,{'50': 68517.07},
10-19 years,,/research/US/Job=Customer_Relationship_Management_(CRM)_Administrator/Salary/6105a29b/Experienced,15,{'50': 87199.54},
20 years or more,,/research/US/Job=Customer_Relationship_Management_(CRM)_Administrator/Salary/6a50c335/Late-Career,5,{'50': 56499.5},
1-4 years,,/research/US/Job=Customer_Relationship_Management_(CRM)_Application_Administrator/Salary/7c714c76/Early-Career,14,{'50': 52292.46},
5-9 years,,/research/US/Job=Customer_Relationship_Management_(CRM)_Application_Administrator/Salary/e560443e/Mid-Career,13,{'50': 64518.39},
10-19 years,,/research/US/Job=Customer_Relationship_Management_(CRM)_Application_Administrator/Salary/9ebe5a82/Experienced,7,{'50': 67000},
1-4 years,,/research/US/Job=Customer_Service_Scheduling_Analyst%2C_Call_Center/Salary/c09f3f0f/Early-Career,5,{'50': 10.2},
1-4 years,,/research/US/Job=Customer_Service_Traffic_and_Scheduling_Analyst%2C_Call_Center/Hourly_Rate/591f4822/Early-Career,17,{'50': 15.58},
5-9 years,,/research/US/Job=Customer_Service_Traffic_and_Scheduling_Analyst%2C_Call_Center/Salary/2b9e96d3/Mid-Career,5,{'50': 15.03},
Less than 1 year,,/research/US/Job=Customer_Support_Engineer/Salary/2aa4b17d/Entry-Level,34,{'50': 62104.59},
1-4 years,,/research/US/Job=Customer_Support_Engineer/Salary/2aa4b17d/Early-Career,192,{'50': 69595.48},
5-9 years,,/research/US/Job=Customer_Support_Engineer/Salary/cf64bbff/Mid-Career,77,{'50': 78709.04},
10-19 years,,/research/US/Job=Customer_Support_Engineer/Salary/1aed2046/Experienced,41,{'50': 86656.44},
20 years or more,,/research/US/Job=Customer_Support_Engineer/Salary/7695a326/Late-Career,37,{'50': 86954.57},
Less than 1 year,,/research/US/Job=Cyber_Security_Analyst/Salary/6df62c50/Entry-Level,339,{'50': 69039.55},
1-4 years,,/research/US/Job=Cyber_Security_Analyst/Salary/6df62c50/Early-Career,2053,{'50': 76646.31},
5-9 years,,/research/US/Job=Cyber_Security_Analyst/Salary/24f6aa77/Mid-Career,862,{'50': 91814.89},
10-19 years,,/research/US/Job=Cyber_Security_Analyst/Salary/53a4e0e2/Experienced,422,{'50': 106804.72},
20 years or more,,/research/US/Job=Cyber_Security_Analyst/Salary/496fd05d/Late-Career,183,{'50': 113118.25},
1-4 years,,/research/US/Job=Data_Administrator/Salary/2c01a50d/Early-Career,58,{'50': 56675.09},
5-9 years,,/research/US/Job=Data_Administrator/Salary/848afed9/Mid-Career,32,{'50': 57931.03},
10-19 years,,/research/US/Job=Data_Administrator/Salary/7c40f989/Experienced,20,{'50': 55964.37},
20 years or more,,/research/US/Job=Data_Administrator/Salary/ba4bdb36/Late-Career,11,{'50': 66000},
Less than 1 year,,/research/US/Job=Data_Architect/Salary/17815ec2/Entry-Level,16,{'50': 72742.64},
1-4 years,,/research/US/Job=Data_Architect/Salary/17815ec2/Early-Career,138,{'50': 89892.97},
5-9 years,,/research/US/Job=Data_Architect/Salary/1ee39ef2/Mid-Career,220,{'50': 118339.91},
10-19 years,,/research/US/Job=Data_Architect/Salary/5a6ead12/Experienced,436,{'50': 139590.7},
20 years or more,,/research/US/Job=Data_Architect/Salary/a2c75a83/Late-Career,258,{'50': 147574.62},
1-4 years,,/research/US/Job=Data_Center_Manager/Salary/0f45e7b1/Early-Career,23,{'50': 75043.36},
5-9 years,,/research/US/Job=Data_Center_Manager/Salary/ab28a343/Mid-Career,50,{'50': 99430.27},
10-19 years,,/research/US/Job=Data_Center_Manager/Salary/095f10f0/Experienced,42,{'50': 101520.6},
20 years or more,,/research/US/Job=Data_Center_Manager/Salary/2cf355ad/Late-Career,57,{'50': 119399.61},
Less than 1 year,,/research/US/Job=Data_Center_Technician/Hourly_Rate/d21d9bd6/Entry-Level,48,{'50': 21.83},
1-4 years,,/research/US/Job=Data_Center_Technician/Hourly_Rate/d21d9bd6/Early-Career,317,{'50': 24.93},
5-9 years,,/research/US/Job=Data_Center_Technician/Hourly_Rate/d890d310/Mid-Career,130,{'50': 27.84},
10-19 years,,/research/US/Job=Data_Center_Technician/Hourly_Rate/52431406/Experienced,70,{'50': 31.44},
20 years or more,,/research/US/Job=Data_Center_Technician/Salary/f1d3014a/Late-Career,48,{'50': 32.47},
Less than 1 year,,/research/US/Job=Data_Consultant/Salary/14a67f54/Entry-Level,18,{'50': 67604.46},
1-4 years,,/research/US/Job=Data_Consultant/Salary/14a67f54/Early-Career,102,{'50': 81914.49},
5-9 years,,/research/US/Job=Data_Consultant/Salary/b9f4e353/Mid-Career,72,{'50': 103932.15},
10-19 years,,/research/US/Job=Data_Consultant/Salary/22b75ccb/Experienced,37,{'50': 106654.58},
20 years or more,,/research/US/Job=Data_Consultant/Salary/7939b1df/Late-Career,7,{'50': 112575},
Less than 1 year,,/research/US/Job=Data_Conversion_Analyst/Salary/b9cb8021/Entry-Level,5,{'50': 57808.16},
1-4 years,,/research/US/Job=Data_Conversion_Analyst/Salary/b9cb8021/Early-Career,28,{'50': 58519.58},
5-9 years,,/research/US/Job=Data_Conversion_Analyst/Salary/a2865f49/Mid-Career,8,{'50': 63108.61},
10-19 years,,/research/US/Job=Data_Conversion_Analyst/Salary/9f644b20/Experienced,9,{'50': 75000},
20 years or more,,/research/US/Job=Data_Conversion_Analyst/Salary/f98d3895/Late-Career,5,{'50': 80000},
Less than 1 year,,/research/US/Job=Data_Conversion_Specialist/Salary/c9496e95/Entry-Level,6,{'50': 44738},
1-4 years,,/research/US/Job=Data_Conversion_Specialist/Salary/c9496e95/Early-Career,26,{'50': 59865.27},
5-9 years,,/research/US/Job=Data_Conversion_Specialist/Salary/efe9da90/Mid-Career,12,{'50': 59544.26},
10-19 years,,/research/US/Job=Data_Conversion_Specialist/Salary/31643569/Experienced,10,{'50': 63000},
20 years or more,,/research/US/Job=Data_Conversion_Specialist/Salary/aac8a7f5/Late-Career,6,{'50': 65000},
Less than 1 year,,/research/US/Job=Data_Coordinator/Salary/1dcbce5e/Entry-Level,33,{'50': 43203.48},
1-4 years,,/research/US/Job=Data_Coordinator/Hourly_Rate/1dcbce5e/Early-Career,278,{'50': 46550.56},
5-9 years,,/research/US/Job=Data_Coordinator/Hourly_Rate/22bf2049/Mid-Career,73,{'50': 49407.46},
10-19 years,,/research/US/Job=Data_Coordinator/Hourly_Rate/62ca5703/Experienced,50,{'50': 52167.97},
20 years or more,,/research/US/Job=Data_Coordinator/Hourly_Rate/fcbef9ea/Late-Career,16,{'50': 50432.12},
Less than 1 year,,/research/US/Job=Data_Engineer/Salary/a7e0668c/Entry-Level,442,{'50': 78387.07},
1-4 years,,/research/US/Job=Data_Engineer/Salary/a7e0668c/Early-Career,4025,{'50': 90864.52},
5-9 years,,/research/US/Job=Data_Engineer/Salary/c0462bfd/Mid-Career,1531,{'50': 110457.04},
10-19 years,,/research/US/Job=Data_Engineer/Salary/d4d7ff3a/Experienced,769,{'50': 122474.23},
20 years or more,,/research/US/Job=Data_Engineer/Salary/e59a5c32/Late-Career,210,{'50': 124101.1},
Less than 1 year,,/research/US/Job=Data_Integration_Analyst/Salary/b0618480/Entry-Level,12,{'50': 50335.34},
1-4 years,,/research/US/Job=Data_Integration_Analyst/Salary/b0618480/Early-Career,129,{'50': 63529.2},
5-9 years,,/research/US/Job=Data_Integration_Analyst/Salary/d630894f/Mid-Career,30,{'50': 81839.11},
10-19 years,,/research/US/Job=Data_Integration_Analyst/Salary/19b87284/Experienced,21,{'50': 95611.41},
20 years or more,,/research/US/Job=Data_Integration_Analyst/Salary/26bfc9de/Late-Career,6,{'50': 91475.41},
Less than 1 year,,/research/US/Job=Data_Integrity_Analyst/Salary/ca9d27bc/Entry-Level,9,{'50': 50228.17},
1-4 years,,/research/US/Job=Data_Integrity_Analyst/Salary/ca9d27bc/Early-Career,37,{'50': 63371.28},
5-9 years,,/research/US/Job=Data_Integrity_Analyst/Salary/2ebaa0e6/Mid-Career,16,{'50': 61041.89},
10-19 years,,/research/US/Job=Data_Integrity_Analyst/Salary/a80fb4ea/Experienced,23,{'50': 62288.27},
20 years or more,,/research/US/Job=Data_Integrity_Analyst/Salary/9fc5c65a/Late-Career,7,{'50': 53000},
Less than 1 year,,/research/US/Job=Data_Integrity_Specialist/Hourly_Rate/e9c36dce/Entry-Level,9,{'50': 15.72},
1-4 years,,/research/US/Job=Data_Integrity_Specialist/Hourly_Rate/e9c36dce/Early-Career,80,{'50': 20.19},
5-9 years,,/research/US/Job=Data_Integrity_Specialist/Salary/efff1515/Mid-Career,35,{'50': 21.61},
10-19 years,,/research/US/Job=Data_Integrity_Specialist/Salary/f9ee10a7/Experienced,22,{'50': 21.91},
20 years or more,,/research/US/Job=Data_Integrity_Specialist/Salary/2abb8950/Late-Career,20,{'50': 20.88},
Less than 1 year,,/research/US/Job=Data_Management_Analyst/Salary/93889a3c/Entry-Level,24,{'50': 61397.52},
1-4 years,,/research/US/Job=Data_Management_Analyst/Salary/93889a3c/Early-Career,117,{'50': 68660.98},
5-9 years,,/research/US/Job=Data_Management_Analyst/Salary/1237de67/Mid-Career,94,{'50': 77614.33},
10-19 years,,/research/US/Job=Data_Management_Analyst/Salary/fb6510a8/Experienced,22,{'50': 74789.94},
20 years or more,,/research/US/Job=Data_Management_Analyst/Salary/ab423f45/Late-Career,7,{'50': 102500},
1-4 years,,/research/US/Job=Data_Management_Consultant/Salary/fced5e53/Early-Career,11,{'50': 63937.5},
5-9 years,,/research/US/Job=Data_Management_Consultant/Salary/dc0d85cd/Mid-Career,10,{'50': 100990.1},
10-19 years,,/research/US/Job=Data_Management_Consultant/Salary/c502b461/Experienced,8,{'50': 103684.57},
Less than 1 year,,/research/US/Job=Data_Management_Specialist/Salary/fd776572/Entry-Level,31,{'50': 50730.35},
1-4 years,,/research/US/Job=Data_Management_Specialist/Salary/fd776572/Early-Career,283,{'50': 57403.46},
5-9 years,,/research/US/Job=Data_Management_Specialist/Salary/3a082bcd/Mid-Career,129,{'50': 72050.34},
10-19 years,,/research/US/Job=Data_Management_Specialist/Salary/fcb061de/Experienced,89,{'50': 75103.06},
20 years or more,,/research/US/Job=Data_Management_Specialist/Salary/6812bbcb/Late-Career,46,{'50': 80000},
Less than 1 year,,/research/US/Job=Data_Manager/Salary/00fb5632/Entry-Level,45,{'50': 56806.43},
1-4 years,,/research/US/Job=Data_Manager/Salary/00fb5632/Early-Career,683,{'50': 65638.19},
5-9 years,,/research/US/Job=Data_Manager/Salary/bd724a7a/Mid-Career,460,{'50': 82499.65},
10-19 years,,/research/US/Job=Data_Manager/Salary/abf48b6c/Experienced,296,{'50': 95968.44},
20 years or more,,/research/US/Job=Data_Manager/Salary/f63ffa01/Late-Career,114,{'50': 95699.42},
Less than 1 year,,/research/US/Job=Data_Mining_Analyst/Salary/471fe3a4/Entry-Level,5,{'50': 55000},
1-4 years,,/research/US/Job=Data_Mining_Analyst/Salary/471fe3a4/Early-Career,8,{'50': 60000},
5-9 years,,/research/US/Job=Data_Mining_Analyst/Salary/ccd5e5a8/Mid-Career,6,{'50': 52530.4},
Less than 1 year,,/research/US/Job=Data_Modeler/Salary/c56dc5f6/Entry-Level,10,{'50': 72679.08},
1-4 years,,/research/US/Job=Data_Modeler/Salary/c56dc5f6/Early-Career,68,{'50': 83129.22},
5-9 years,,/research/US/Job=Data_Modeler/Salary/08442b5f/Mid-Career,42,{'50': 102582.34},
10-19 years,,/research/US/Job=Data_Modeler/Salary/87e35a5e/Experienced,37,{'50': 110907.53},
20 years or more,,/research/US/Job=Data_Modeler/Salary/63c6cd46/Late-Career,17,{'50': 104852.68},
Less than 1 year,,/research/US/Job=Data_Scientist/Salary/3eb9c016/Entry-Level,1313,{'50': 86648.92},
1-4 years,,/research/US/Job=Data_Scientist/Salary/3eb9c016/Early-Career,7597,{'50': 98292.54},
5-9 years,,/research/US/Job=Data_Scientist/Salary/29e9d532/Mid-Career,2459,{'50': 113768.55},
10-19 years,,/research/US/Job=Data_Scientist/Salary/7e6f9c33/Experienced,651,{'50': 125128.28},
20 years or more,,/research/US/Job=Data_Scientist/Salary/dc2c0558/Late-Career,138,{'50': 135899.94},
Less than 1 year,,/research/US/Job=Data_Scientist_%2F_Engineer/Salary/558c63ea/Entry-Level,12,{'50': 78564.92},
1-4 years,,/research/US/Job=Data_Scientist_%2F_Engineer/Salary/558c63ea/Early-Career,46,{'50': 83211.73},
5-9 years,,/research/US/Job=Data_Scientist_%2F_Engineer/Salary/fa2d6454/Mid-Career,16,{'50': 95000},
10-19 years,,/research/US/Job=Data_Scientist_%2F_Engineer/Salary/55ad6765/Experienced,11,{'50': 135000},
20 years or more,,/research/US/Job=Data_Scientist_%2F_Engineer/Salary/90caf745/Late-Career,8,{'50': 144260.78},
Less than 1 year,,/research/US/Job=Data_Scientist%2C_IT/Salary/aa9fc1a6/Entry-Level,8,{'50': 64849.55},
1-4 years,,/research/US/Job=Data_Scientist%2C_IT/Salary/aa9fc1a6/Early-Career,13,{'50': 65502.71},
5-9 years,,/research/US/Job=Data_Scientist%2C_IT/Salary/a845b3d6/Mid-Career,7,{'50': 118643.56},
10-19 years,,/research/US/Job=Data_Scientist%2C_IT/Salary/d975fdac/Experienced,9,{'50': 122083.78},
20 years or more,,/research/US/Job=Data_Scientist%2C_IT/Salary/7601c414/Late-Career,10,{'50': 142482.1},
1-4 years,,/research/US/Job=Data_Security_Administrator/Salary/0b2f08d4/Early-Career,7,{'50': 52380.95},
5-9 years,,/research/US/Job=Data_Security_Administrator/Salary/0e8ed814/Mid-Career,6,{'50': 83080.62},
20 years or more,,/research/US/Job=Data_Security_Administrator/Salary/9bf649ce/Late-Career,5,{'50': 114782.61},
Less than 1 year,,/research/US/Job=Data_Security_Analyst/Salary/7c232805/Entry-Level,8,{'50': 58637.76},
1-4 years,,/research/US/Job=Data_Security_Analyst/Salary/7c232805/Early-Career,51,{'50': 68467.15},
5-9 years,,/research/US/Job=Data_Security_Analyst/Salary/57fe00d9/Mid-Career,25,{'50': 86364.84},
10-19 years,,/research/US/Job=Data_Security_Analyst/Salary/9d6116bd/Experienced,11,{'50': 83000},
20 years or more,,/research/US/Job=Data_Security_Analyst/Salary/58d97989/Late-Career,9,{'50': 80000},
1-4 years,,/research/US/Job=Data_Signal_Processing_(DSP)%2FFirmware_Engineer/Salary/ec826029/Early-Career,6,{'50': 100000},
5-9 years,,/research/US/Job=Data_Signal_Processing_(DSP)%2FFirmware_Engineer/Salary/221e864a/Mid-Career,10,{'50': 100000},
10-19 years,,/research/US/Job=Data_Signal_Processing_(DSP)%2FFirmware_Engineer/Salary/909644ab/Experienced,5,{'50': 119866.67},
1-4 years,,/research/US/Job=Data_Warehouse_Administrator/Salary/13b7d801/Early-Career,13,{'50': 71898.51},
5-9 years,,/research/US/Job=Data_Warehouse_Administrator/Salary/47faad2f/Mid-Career,5,{'50': 85963.85},
20 years or more,,/research/US/Job=Data_Warehouse_Administrator/Salary/bc96b94f/Late-Career,3,{'50': 94000.86},
Less than 1 year,,/research/US/Job=Data_Warehouse_Analyst/Salary/d6c437e2/Entry-Level,5,{'50': 59626.1},
