state,city,job_title,median_salary,profile_count
 Texas,Houston,Business_Analyst%2C_IT,76867.73,180
 Georgia,Atlanta,Business_Analyst%2C_IT,72944.88,177
 Illinois,Chicago,Business_Analyst%2C_IT,73084.74,168
 Texas,Dallas,Business_Analyst%2C_IT,74851.16,135
 District of Columbia,Washington,Business_Analyst%2C_IT,83239.83,109
 Massachusetts,Boston,Business_Analyst%2C_IT,72937.06,109
 Ohio,Columbus,Business_Analyst%2C_IT,74635.57,97
 Minnesota,Minneapolis,Business_Analyst%2C_IT,72161.1,87
 Ohio,Cincinnati,Business_Analyst%2C_IT,71006.86,86
 North Carolina,Charlotte,Business_Analyst%2C_IT,79822.85,85
 Missouri,St. Louis,Business_Analyst%2C_IT,73459.96,84
 Colorado,Denver,Business_Analyst%2C_IT,78604.02,81
 Washington,Seattle,Business_Analyst%2C_IT,85453.09,79
 Texas,Austin,Business_Analyst%2C_IT,75445.29,75
 California,Los Angeles,Business_Analyst%2C_IT,75711.33,75
 Virginia,Arlington,Business_Analyst%2C_IT,76334.13,70
 Pennsylvania,Pittsburgh,Business_Analyst%2C_IT,71823.77,70
 North Carolina,Raleigh,Business_Analyst%2C_IT,72772.48,62
 Pennsylvania,Philadelphia,Business_Analyst%2C_IT,70618.02,62
 California,San Francisco,Business_Analyst%2C_IT,83738.47,57
 Indiana,Indianapolis,Business_Analyst%2C_IT,72173.18,52
 Arizona,Phoenix,Business_Analyst%2C_IT,66663.42,50
 Florida,Miami,Business_Analyst%2C_IT,77232.83,49
 Missouri,Kansas City,Business_Analyst%2C_IT,70275.2,49
 California,San Diego,Business_Analyst%2C_IT,76599.32,45
 Michigan,Detroit,Business_Analyst%2C_IT,72400.14,45
 Florida,Orlando,Business_Analyst%2C_IT,67292.44,43
 Florida,Tampa,Business_Analyst%2C_IT,73610.32,43
 Tennessee,Nashville,Business_Analyst%2C_IT,71221.05,43
 Texas,San Antonio,Business_Analyst%2C_IT,80785.39,41
 Wisconsin,Milwaukee,Business_Analyst%2C_IT,70207.94,39
 California,San Jose,Business_Analyst%2C_IT,89013.52,37
 Maryland,Baltimore,Business_Analyst%2C_IT,74932.52,37
 Michigan,Dearborn,Business_Analyst%2C_IT,78952.26,34
 Florida,Jacksonville,Business_Analyst%2C_IT,73782.39,34
 Minnesota,St. Paul,Business_Analyst%2C_IT,69985.71,32
 Maryland,Rockville,Business_Analyst%2C_IT,68985.51,32
 Wisconsin,Madison,Business_Analyst%2C_IT,66342.62,31
 California,Sacramento,Business_Analyst%2C_IT,73228.21,31
 Oregon,Portland,Business_Analyst%2C_IT,82790.73,30
 Tennessee,Knoxville,Business_Analyst%2C_IT,74522.33,29
 Iowa,Des Moines,Business_Analyst%2C_IT,69736.01,28
 Ohio,Cleveland,Business_Analyst%2C_IT,72537.88,27
 Oklahoma,Oklahoma City,Business_Analyst%2C_IT,68284.48,27
 Utah,Salt Lake City,Business_Analyst%2C_IT,59869.46,27
 Virginia,Reston,Business_Analyst%2C_IT,64943.86,24
 Florida,Fort Lauderdale,Business_Analyst%2C_IT,75000.0,24
 Nevada,Las Vegas,Business_Analyst%2C_IT,72541.23,24
 New Jersey,Jersey City,Business_Analyst%2C_IT,80888.91,23
 California,Irvine,Business_Analyst%2C_IT,78828.87,23
 Michigan,Ann Arbor,Business_Analyst%2C_IT,64496.12,23
 Ohio,Dayton,Business_Analyst%2C_IT,61500.0,23
 Virginia,Fairfax,Business_Analyst%2C_IT,73890.33,22
 Tennessee,Memphis,Business_Analyst%2C_IT,71328.67,21
 Louisiana,Lafayette,Business_Analyst%2C_IT,58308.06,20
 Virginia,Virginia Beach,Business_Analyst%2C_IT,65685.6,20
 Connecticut,Hartford,Business_Analyst%2C_IT,70967.92,20
 Georgia,Alpharetta,Business_Analyst%2C_IT,59993.84,20
 Hawaii,Honolulu,Business_Analyst%2C_IT,64070.27,19
 Alabama,Birmingham,Business_Analyst%2C_IT,76848.15,19
 Arkansas,Little Rock,Business_Analyst%2C_IT,61674.96,19
 Nebraska,Omaha,Business_Analyst%2C_IT,67380.21,19
 Virginia,Newport News,Business_Analyst%2C_IT,78877.03,18
 Virginia,Alexandria,Business_Analyst%2C_IT,86522.4,18
 Texas,Irving,Business_Analyst%2C_IT,73143.39,18
 Texas,Fort Worth,Business_Analyst%2C_IT,68495.14,18
 Kentucky,Louisville,Business_Analyst%2C_IT,53000.0,18
 Nebraska,Lincoln,Business_Analyst%2C_IT,65239.81,18
 Virginia,Richmond,Business_Analyst%2C_IT,72493.31,17
 South Carolina,Columbia,Business_Analyst%2C_IT,63579.63,17
 Indiana,Carmel,Business_Analyst%2C_IT,76144.77,17
 Massachusetts,Cambridge,Business_Analyst%2C_IT,80595.4,16
 New York,Buffalo,Business_Analyst%2C_IT,71538.46,16
 Florida,St. Petersburg,Business_Analyst%2C_IT,64823.66,16
 Oklahoma,Tulsa,Business_Analyst%2C_IT,70620.61,16
 Washington,Tacoma,Business_Analyst%2C_IT,84972.43,15
 Texas,Plano,Business_Analyst%2C_IT,81735.96,15
 California,Santa Ana,Business_Analyst%2C_IT,76755.0,15
 Minnesota,Saint Paul,Business_Analyst%2C_IT,65197.72,15
 Missouri,St Louis,Business_Analyst%2C_IT,65629.78,14
 Arkansas,Springdale,Business_Analyst%2C_IT,69622.97,14
 Connecticut,Stamford,Business_Analyst%2C_IT,65000.0,14
 Illinois,Bloomington,Business_Analyst%2C_IT,60781.31,14
 Ohio,Dublin,Business_Analyst%2C_IT,70317.83,14
 Virginia,McLean,Business_Analyst%2C_IT,88492.62,14
 North Carolina,Cary,Business_Analyst%2C_IT,77732.59,13
 Pennsylvania,Horsham,Business_Analyst%2C_IT,81799.93,13
 Texas,Spring,Business_Analyst%2C_IT,89796.33,13
 Wisconsin,Appleton,Business_Analyst%2C_IT,62057.95,13
 Arizona,Scottsdale,Business_Analyst%2C_IT,64092.57,13
 Indiana,Fort Wayne,Business_Analyst%2C_IT,59613.16,13
 Maryland,Columbia,Business_Analyst%2C_IT,66500.0,12
 New Jersey,Morristown,Business_Analyst%2C_IT,85000.0,12
 New Jersey,Newark,Business_Analyst%2C_IT,70000.0,12
 California,Bakersfield,,60983.61,12
 Utah,Pleasant Grove,Business_Analyst%2C_IT,50000.0,12
 North Carolina,Durham,Business_Analyst%2C_IT,73876.49,12
 South Carolina,Greenville,Business_Analyst%2C_IT,73000.0,11
 Tennessee,Franklin,Business_Analyst%2C_IT,65074.6,11
 Washington,Bellevue,Business_Analyst%2C_IT,65582.24,11
 North Carolina,Greensboro,Business_Analyst%2C_IT,68388.58,11
 Pennsylvania,Malvern,Business_Analyst%2C_IT,54378.92,11
 Arizona,Tucson,Business_Analyst%2C_IT,65000.0,11
 Arkansas,Bentonville,Business_Analyst%2C_IT,57279.79,11
 Delaware,Wilmington,Business_Analyst%2C_IT,66006.24,11
 Florida,Boca Raton,Business_Analyst%2C_IT,89300.0,11
 Florida,Sarasota,Business_Analyst%2C_IT,52752.87,11
 Florida,Tallahassee,Business_Analyst%2C_IT,60656.48,11
 New York,Albany,Business_Analyst%2C_IT,74116.55,11
 Montana,Billings,Business_Analyst%2C_IT,61575.63,11
 Michigan,Grand Rapids,Business_Analyst%2C_IT,75000.0,11
 Maryland,Bethesda,Business_Analyst%2C_IT,89223.36,11
 Kansas,Kansas City,Business_Analyst%2C_IT,91421.68,11
 Arizona,Chandler,Business_Analyst%2C_IT,76470.59,11
 Iowa,Cedar Rapids,Business_Analyst%2C_IT,68261.47,10
 Michigan,Auburn Hills,Business_Analyst%2C_IT,71469.54,10
 Michigan,Pontiac,,66667.95,10
 Missouri,Columbia,Business_Analyst%2C_IT,27192.99,10
 Minnesota,Eden Prairie,Business_Analyst%2C_IT,79500.0,10
 Illinois,Oak Brook,Business_Analyst%2C_IT,68400.0,10
 Idaho,Boise,Business_Analyst%2C_IT,68105.35,10
 Alabama,Montgomery,Business_Analyst%2C_IT,55072.9,10
 Arizona,Tempe,Business_Analyst%2C_IT,59005.28,10
 California,Fresno,Business_Analyst%2C_IT,47500.0,10
 Missouri,Springfield,Business_Analyst%2C_IT,56054.82,10
 Texas,Frisco,Business_Analyst%2C_IT,106950.07,10
 Pennsylvania,Lansdale,Business_Analyst%2C_IT,75348.37,10
 New York,Rochester,Business_Analyst%2C_IT,74203.7,10
 Ohio,Findlay,Business_Analyst%2C_IT,73697.64,10
 Ohio,Toledo,Business_Analyst%2C_IT,54345.27,10
 New Mexico,Albuquerque,Business_Analyst%2C_IT,59603.15,9
 North Carolina,Winston-Salem,Business_Analyst%2C_IT,72650.44,9
 South Dakota,Sioux Falls,Business_Analyst%2C_IT,73000.0,9
 Pennsylvania,Harrisburg,Business_Analyst%2C_IT,55740.87,9
 Texas,McKinney,Business_Analyst%2C_IT,80224.25,9
 Louisiana,New Orleans,Business_Analyst%2C_IT,68554.41,9
 Colorado,Boulder,Business_Analyst%2C_IT,55000.0,9
 Minnesota,Winona,Business_Analyst%2C_IT,49278.21,9
 Michigan,Troy,Business_Analyst%2C_IT,63725.49,9
 Louisiana,Baton Rouge,Business_Analyst%2C_IT,64000.0,9
 California,Sunnyvale,Business_Analyst%2C_IT,89975.04,9
 California,San Ramon,Business_Analyst%2C_IT,85250.0,8
 Indiana,Evansville,Business_Analyst%2C_IT,63912.42,8
 Kansas,Overland Park,Business_Analyst%2C_IT,69292.94,8
 Maryland,Aberdeen,Business_Analyst%2C_IT,73697.64,8
 Massachusetts,Waltham,Business_Analyst%2C_IT,55302.5,8
 New Jersey,Somerset,Business_Analyst%2C_IT,73000.0,8
 New Jersey,Bridgewater,Business_Analyst%2C_IT,78300.0,8
 California,Pleasanton,Business_Analyst%2C_IT,75394.36,8
 California,Orange,Business_Analyst%2C_IT,70496.45,8
 California,California City,Business_Analyst%2C_IT,85000.0,8
 California,Costa Mesa,Business_Analyst%2C_IT,60000.0,8
 Arizona,Mesa,Business_Analyst%2C_IT,64406.97,8
 Illinois,Schaumburg,Business_Analyst%2C_IT,80496.89,8
 Florida,Melbourne,Business_Analyst%2C_IT,64964.07,8
 Wisconsin,Sheboygan,Business_Analyst%2C_IT,77967.45,8
 New Jersey,New Brunswick,Business_Analyst%2C_IT,69500.0,8
 Virginia,Centreville,Business_Analyst%2C_IT,73525.84,8
 Texas,Richardson,Business_Analyst%2C_IT,58256.87,8
 Washington,Spokane,Business_Analyst%2C_IT,65000.0,8
 Washington,Renton,Business_Analyst%2C_IT,73480.95,8
 Rhode Island,Providence,Business_Analyst%2C_IT,55000.0,8
 South Carolina,Charleston,Business_Analyst%2C_IT,69000.0,8
 Tennessee,Collierville,Business_Analyst%2C_IT,61962.29,8
 Pennsylvania,Scranton,Business_Analyst%2C_IT,73697.64,8
 Pennsylvania,Erie,Business_Analyst%2C_IT,80200.0,8
 North Carolina,Raleigh-Durham,Business_Analyst%2C_IT,71500.0,8
 North Carolina,Wilmington,Business_Analyst%2C_IT,55000.0,7
 New York,Syracuse,Business_Analyst%2C_IT,56392.12,7
 New York,Yonkers,Business_Analyst%2C_IT,97189.9,7
 Ohio,Akron,Business_Analyst%2C_IT,68096.12,7
 Ohio,Canton,Business_Analyst%2C_IT,60477.83,7
 North Carolina,Burlington,Business_Analyst%2C_IT,89860.1,7
 Pennsylvania,Bethlehem,Business_Analyst%2C_IT,60881.99,7
 Pennsylvania,Camp Hill,Business_Analyst%2C_IT,76645.54,7
 Pennsylvania,Mechanicsburg,Business_Analyst%2C_IT,56436.96,7
 Pennsylvania,York,Business_Analyst%2C_IT,71452.3,7
 Washington,Bellingham,Business_Analyst%2C_IT,58981.9,7
 Virginia,Roanoke,Business_Analyst%2C_IT,56500.0,7
 Virginia,Fredericksburg,,,7
 Virginia,Herndon,Business_Analyst%2C_IT,77669.8,7
 Virginia,Lebanon,Business_Analyst%2C_IT,44000.0,7
 Texas,Lubbock,Business_Analyst%2C_IT,60983.61,7
 Texas,Amarillo,Business_Analyst%2C_IT,39900.0,7
 Vermont,Burlington,Business_Analyst%2C_IT,56372.08,7
 Wisconsin,Stevens Point,Business_Analyst%2C_IT,60000.0,7
 Wisconsin,La Crosse,Business_Analyst%2C_IT,51500.0,7
 Texas,The Woodlands,Business_Analyst%2C_IT,74000.0,7
 Virginia,Sterling,Business_Analyst%2C_IT,70000.0,7
 Colorado,Englewood,Business_Analyst%2C_IT,87556.64,7
 Colorado,Fort Collins,Business_Analyst%2C_IT,67379.95,7
 Illinois,Carol Stream,Business_Analyst%2C_IT,94952.0,7
 Georgia,Marietta,Business_Analyst%2C_IT,57473.21,7
 Georgia,Savannah,Business_Analyst%2C_IT,60000.0,7
 Georgia,Duluth,Business_Analyst%2C_IT,69294.68,7
 Alabama,Mobile,Business_Analyst%2C_IT,65434.25,7
 California,Chico,,52071.91,7
 California,Ontario,,89992.72,7
 California,Pasadena,Business_Analyst%2C_IT,81225.0,7
 California,Santa Clara,Business_Analyst%2C_IT,103647.41,7
 California,Torrance,Business_Analyst%2C_IT,84000.0,7
 New Jersey,Edison,Business_Analyst%2C_IT,77181.85,7
 Nevada,Reno,Business_Analyst%2C_IT,60000.0,7
 New Jersey,Parsippany,Business_Analyst%2C_IT,81827.3,7
 New Jersey,Weehawken,Business_Analyst%2C_IT,80347.83,7
 Michigan,Farmington Hills,,70500.0,7
 Michigan,Okemos,Business_Analyst%2C_IT,64129.5,7
 Michigan,Kalamazoo,Business_Analyst%2C_IT,59281.87,7
 Massachusetts,Worcester,Business_Analyst%2C_IT,62510.09,7
 Massachusetts,Springfield,Business_Analyst%2C_IT,70731.2,7
 Maryland,Silver Spring,Business_Analyst%2C_IT,88500.0,7
 Maryland,Chevy Chase,Business_Analyst%2C_IT,86981.72,7
 Kansas,Wichita,Business_Analyst%2C_IT,77997.8,7
 California,Mountain View,Business_Analyst%2C_IT,67407.41,7
 California,Anaheim,Business_Analyst%2C_IT,84000.0,7
 Kansas,Olathe,Business_Analyst%2C_IT,75016.22,6
 Iowa,Dubuque,Business_Analyst%2C_IT,66075.21,6
 Iowa,West Des Moines,Business_Analyst%2C_IT,59344.11,6
 Kentucky,Elizabethtown,Business_Analyst%2C_IT,84739.32,6
 Maryland,Frederick,Business_Analyst%2C_IT,,6
 Maryland,Germantown,Business_Analyst%2C_IT,75000.0,6
 Massachusetts,Billerica,Business_Analyst%2C_IT,68000.0,6
 Massachusetts,Lexington,Business_Analyst%2C_IT,65000.0,6
 Massachusetts,Quincy,Business_Analyst%2C_IT,73772.95,6
 Minnesota,Bloomington,Business_Analyst%2C_IT,58900.0,6
 Mississippi,Jackson,Business_Analyst%2C_IT,57391.3,6
 Michigan,St. Joseph,Business_Analyst%2C_IT,55107.46,6
 Minnesota,Rochester,Business_Analyst%2C_IT,76558.47,6
 New Jersey,Union,Business_Analyst%2C_IT,85953.49,6
 New York,Brooklyn,Business_Analyst%2C_IT,84174.59,6
 New Jersey,Piscataway,Business_Analyst%2C_IT,65000.0,6
 Montana,Missoula,Business_Analyst%2C_IT,48360.0,6
 New Hampshire,Portsmouth,Business_Analyst%2C_IT,64984.62,6
 New Jersey,Basking Ridge,Business_Analyst%2C_IT,82000.0,6
 New Jersey,Cranford,Business_Analyst%2C_IT,94300.0,6
 California,Santa Monica,Business_Analyst%2C_IT,78343.95,6
 Colorado,Colorado Springs,Business_Analyst%2C_IT,61000.0,6
 California,Roseville,Business_Analyst%2C_IT,70000.0,6
 California,California,Business_Analyst%2C_IT,48833.51,6
 California,Huntington Beach,Business_Analyst%2C_IT,90000.0,6
 California,Davis,Business_Analyst%2C_IT,,6
 Arizona,Gilbert,Business_Analyst%2C_IT,80437.5,6
 California,Brea,Business_Analyst%2C_IT,79095.71,6
 Georgia,Kennesaw,Business_Analyst%2C_IT,52402.34,6
 Florida,West Palm Beach,Business_Analyst%2C_IT,57500.0,6
 Georgia,Macon,Business_Analyst%2C_IT,65397.55,6
 Georgia,Athens,Business_Analyst%2C_IT,59609.69,6
 Georgia,Augusta,Business_Analyst%2C_IT,66484.03,6
 Georgia,Cumming,,66000.0,6
 Illinois,Northbrook,Business_Analyst%2C_IT,61240.0,6
 Georgia,Columbus,Business_Analyst%2C_IT,60478.36,6
 Illinois,Peoria,Business_Analyst%2C_IT,63599.88,6
 Colorado,Lakewood,Business_Analyst%2C_IT,66865.67,6
 Connecticut,Windsor,Business_Analyst%2C_IT,88437.17,6
 Florida,Sunrise,Business_Analyst%2C_IT,75000.0,6
 Florida,Fort Myers,Business_Analyst%2C_IT,67000.0,6
 Florida,Miramar,Business_Analyst%2C_IT,61041.89,6
 Florida,Naples,Business_Analyst%2C_IT,85000.0,6
 Kentucky,Lexington,Business_Analyst%2C_IT,66160.03,6
 Maryland,Maryland,Business_Analyst%2C_IT,86000.0,6
 Michigan,Southfield,Business_Analyst%2C_IT,66940.3,6
 Michigan,Livonia,Business_Analyst%2C_IT,79449.73,6
 Wisconsin,Green Bay,Business_Analyst%2C_IT,45009.41,6
 Wisconsin,Marshfield,Business_Analyst%2C_IT,67520.21,6
 Wisconsin,Waukesha,Business_Analyst%2C_IT,68985.51,6
 Montana,Bozeman,Business_Analyst%2C_IT,68400.0,6
 New Jersey,Warren,Business_Analyst%2C_IT,70742.05,6
 New Jersey,Princeton,Business_Analyst%2C_IT,75000.0,6
 Virginia,Ashburn,Business_Analyst%2C_IT,66186.06,6
 Texas,Arlington,Business_Analyst%2C_IT,76031.64,6
 Texas,El Paso,,61524.99,6
 Texas,Katy,,,6
 Virginia,Chesapeake,Business_Analyst%2C_IT,50000.0,6
 Virginia,Stafford,Business_Analyst%2C_IT,85000.0,6
 Virginia,Tysons Corner,Business_Analyst%2C_IT,75000.0,6
 Virginia,Woodbridge,Business_Analyst%2C_IT,57500.0,6
 Wisconsin,Brookfield,Business_Analyst%2C_IT,63500.0,6
 Washington,Washington,Business_Analyst%2C_IT,75000.0,6
 South Carolina,Bluffton,Business_Analyst%2C_IT,58000.0,6
 Tennessee,La Vergne,,,6
 Pennsylvania,Allentown,Business_Analyst%2C_IT,56500.0,6
 Pennsylvania,Exton,Business_Analyst%2C_IT,49376.32,6
 Ohio,Maumee,Business_Analyst%2C_IT,77165.69,6
 New York,White Plains,Business_Analyst%2C_IT,80230.53,6
 North Dakota,Fargo,Business_Analyst%2C_IT,73650.0,6
 North Carolina,Morrisville,Business_Analyst%2C_IT,70898.61,5
 North Carolina,Chapel Hill,Business_Analyst%2C_IT,72506.89,5
 North Carolina,Asheville,Business_Analyst%2C_IT,65000.0,5
 New York,Melville,Business_Analyst%2C_IT,75000.0,5
 New York,Schenectady,Business_Analyst%2C_IT,71750.0,5
 Ohio,Stow,Business_Analyst%2C_IT,67273.0,5
 Oklahoma,Bartlesville,Business_Analyst%2C_IT,80000.0,5
 Oklahoma,Norman,Business_Analyst%2C_IT,61463.41,5
 Oregon,Fairview,Business_Analyst%2C_IT,53917.37,5
 Oregon,Salem,Business_Analyst%2C_IT,56671.84,5
 Pennsylvania,King of Prussia,Business_Analyst%2C_IT,55000.0,5
 Pennsylvania,Lancaster,Business_Analyst%2C_IT,55955.06,5
 Pennsylvania,Reading,Business_Analyst%2C_IT,90000.0,5
 Pennsylvania,Wayne,Business_Analyst%2C_IT,61462.62,5
 Pennsylvania,West Chester,Business_Analyst%2C_IT,83353.29,5
 Pennsylvania,Wilkes-Barre,Business_Analyst%2C_IT,65000.0,5
 Tennessee,Johnson City,Business_Analyst%2C_IT,51295.8,5
 Tennessee,Chattanooga,Business_Analyst%2C_IT,53299.95,5
 Rhode Island,Warwick,Business_Analyst%2C_IT,60000.0,5
 Washington,Yakima,,,5
 West Virginia,Charleston,Business_Analyst%2C_IT,50000.0,5
 West Virginia,Morgantown,Business_Analyst%2C_IT,52071.91,5
 Washington,Vancouver,Business_Analyst%2C_IT,74404.35,5
 Washington,Olympia,Business_Analyst%2C_IT,68000.0,5
 Washington,Redmond,Business_Analyst%2C_IT,85000.0,5
 Washington,Bothell,Business_Analyst%2C_IT,78500.0,5
 Virginia,Lynchburg,Business_Analyst%2C_IT,50000.0,5
 Texas,Grapevine,Business_Analyst%2C_IT,73800.0,5
 Texas,McAllen,Business_Analyst%2C_IT,65000.0,5
 Texas,Denton,Business_Analyst%2C_IT,40000.0,5
 Texas,Belton,Business_Analyst%2C_IT,54975.0,5
 Virginia,Abingdon,Business_Analyst%2C_IT,55000.0,5
 Utah,Ogden,Business_Analyst%2C_IT,62500.0,5
 Utah,Provo,Business_Analyst%2C_IT,79000.0,5
 Texas,Waco,Business_Analyst%2C_IT,57500.0,5
 Pennsylvania,Oaks,Business_Analyst%2C_IT,53809.5,5
 Wisconsin,Manitowoc,,,5
 Michigan,Warren,Business_Analyst%2C_IT,77419.35,5
 Maryland,Gaithersburg,Business_Analyst%2C_IT,88988.76,5
 Wisconsin,Plover,Business_Analyst%2C_IT,79816.08,5
 Texas,Prosper,Business_Analyst%2C_IT,52750.0,5
 Florida,Lakeland,Business_Analyst%2C_IT,50000.0,5
 Florida,Pompano Beach,Business_Analyst%2C_IT,64304.8,5
 Delaware,Dover,,53490.0,5
 Delaware,Newark,Business_Analyst%2C_IT,105600.0,5
 Florida,Delray Beach,Business_Analyst%2C_IT,85000.0,5
 Connecticut,Shelton,Business_Analyst%2C_IT,68885.95,5
 Illinois,Rockford,Business_Analyst%2C_IT,57929.21,5
 Illinois,Rosemont,Business_Analyst%2C_IT,66947.55,5
 Illinois,Palatine,Business_Analyst%2C_IT,72830.9,5
 Illinois,Springfield,Business_Analyst%2C_IT,64295.03,5
 Illinois,Champaign,Business_Analyst%2C_IT,69000.0,5
 Illinois,Elgin,Business_Analyst%2C_IT,78000.0,5
 Illinois,Libertyville,Business_Analyst%2C_IT,55000.0,5
 Illinois,Moline,Business_Analyst%2C_IT,71328.67,5
 Illinois,Naperville,Business_Analyst%2C_IT,77000.0,5
 Georgia,Warner Robins,Business_Analyst%2C_IT,62767.1,5
 Georgia,Norcross,Business_Analyst%2C_IT,54000.0,5
 Idaho,Sandpoint,Business_Analyst%2C_IT,49578.57,5
 Arkansas,Conway,Business_Analyst%2C_IT,50980.39,5
 Arizona,Glendale,Business_Analyst%2C_IT,62000.0,5
 Alaska,Anchorage,Business_Analyst%2C_IT,75986.84,5
 Alabama,Huntsville,Business_Analyst%2C_IT,55518.26,5
 California,El Segundo,Business_Analyst%2C_IT,68000.0,5
 California,Milpitas,Business_Analyst%2C_IT,59344.11,5
 California,Monterey,Business_Analyst%2C_IT,87428.57,5
 California,Cupertino,Business_Analyst%2C_IT,59469.39,5
 California,Cypress,Business_Analyst%2C_IT,98000.0,5
 California,Redlands,,,5
 California,Redwood City,Business_Analyst%2C_IT,87167.7,5
 California,Riverside,Business_Analyst%2C_IT,76100.0,5
 California,Fremont,Business_Analyst%2C_IT,80000.0,5
 California,Long Beach,Business_Analyst%2C_IT,70000.0,5
 California,Oakland,Business_Analyst%2C_IT,63679.44,5
 California,Thousand Oaks,Business_Analyst%2C_IT,110221.13,5
 California,Visalia,Business_Analyst%2C_IT,65000.0,5
 California,Walnut Creek,Business_Analyst%2C_IT,75000.0,5
 California,Woodland Hills,Business_Analyst%2C_IT,76948.0,5
 California,Santa Barbara,Business_Analyst%2C_IT,92500.0,5
 California,San Mateo,Business_Analyst%2C_IT,100500.0,5
 New Jersey,Hoboken,Business_Analyst%2C_IT,63500.0,5
 New Jersey,Iselin,Business_Analyst%2C_IT,75216.23,5
 New Hampshire,Concord,Business_Analyst%2C_IT,65000.0,5
 New Jersey,Trenton,Business_Analyst%2C_IT,66929.2,5
 New Jersey,Mount Laurel,Business_Analyst%2C_IT,67619.03,5
 New Jersey,Woodcliff Lake,Business_Analyst%2C_IT,55000.0,5
 New Jersey,West Caldwell,Business_Analyst%2C_IT,45000.0,5
 Minnesota,St. Cloud,Business_Analyst%2C_IT,57433.72,5
 Minnesota,Hopkins,Business_Analyst%2C_IT,63615.14,5
 Minnesota,Minnetonka,Business_Analyst%2C_IT,58000.0,5
 Minnesota,Plymouth,Business_Analyst%2C_IT,62500.0,5
 Montana,Kalispell,Business_Analyst%2C_IT,65000.0,5
 Michigan,Monroe,Business_Analyst%2C_IT,71875.0,5
 Michigan,Novi,Business_Analyst%2C_IT,78000.0,5
 Michigan,East Lansing,,70750.0,5
 Michigan,Farmington,Business_Analyst%2C_IT,77184.47,5
 Michigan,Lansing,Business_Analyst%2C_IT,71288.11,5
 Massachusetts,Watertown,Business_Analyst%2C_IT,68408.76,5
 Massachusetts,Westborough,Business_Analyst%2C_IT,60000.0,5
 Massachusetts,Wilmington,Business_Analyst%2C_IT,95000.0,5
 Massachusetts,Lowell,Business_Analyst%2C_IT,95000.0,5
 Maryland,Hagerstown,Business_Analyst%2C_IT,61480.96,5
 Maine,Portland,Business_Analyst%2C_IT,77165.69,5
 Kentucky,Frankfort,Business_Analyst%2C_IT,66000.0,5
 Kansas,Topeka,Business_Analyst%2C_IT,71250.0,5
 Iowa,Bettendorf,Business_Analyst%2C_IT,92000.0,5
 Iowa,Pella,Business_Analyst%2C_IT,65246.36,5
 Indiana,South Bend,Business_Analyst%2C_IT,61800.0,5
 Indiana,Munster,Business_Analyst%2C_IT,55000.0,5
 Florida,Bonita Springs,Business_Analyst%2C_IT,90000.0,5
 Indiana,Bloomington,Business_Analyst%2C_IT,68784.46,5
 Indiana,Columbus,Business_Analyst%2C_IT,67293.92,5
 Indiana,East Chicago,Business_Analyst%2C_IT,63305.5,4
 Indiana,Elkhart,Business_Analyst%2C_IT,50000.0,4
 Illinois,Vernon Hills,Business_Analyst%2C_IT,70000.0,4
 Indiana,Newburgh,Business_Analyst%2C_IT,47289.76,4
 Indiana,Indiana,Business_Analyst%2C_IT,55000.0,4
 Iowa,Ames,Business_Analyst%2C_IT,60724.28,4
 Iowa,Davenport,Business_Analyst%2C_IT,63500.0,4
 Kansas,Lenexa,Business_Analyst%2C_IT,45494.51,4
 Kentucky,Bowling Green,Business_Analyst%2C_IT,68766.16,4
 Maine,Bangor,Business_Analyst%2C_IT,45000.0,4
 Maryland,Bowie,Business_Analyst%2C_IT,70000.0,4
 Massachusetts,Framingham,Business_Analyst%2C_IT,68985.51,4
 Massachusetts,Andover,Business_Analyst%2C_IT,80350.0,4
 Minnesota,Duluth,Business_Analyst%2C_IT,65755.2,4
 Michigan,Royal Oak,Business_Analyst%2C_IT,86000.0,4
 Missouri,Chesterfield,Business_Analyst%2C_IT,49000.0,4
 Mississippi,Tupelo,Business_Analyst%2C_IT,52500.0,4
 Minnesota,Mankato,Business_Analyst%2C_IT,62128.34,4
 New York,Jamestown,Business_Analyst%2C_IT,62400.0,4
 New Jersey,Paramus,Business_Analyst%2C_IT,55000.0,4
 New Jersey,Franklin Lakes,Business_Analyst%2C_IT,73693.13,4
 California,Santa Rosa,Business_Analyst%2C_IT,65000.0,4
 California,Oceanside,Business_Analyst%2C_IT,87000.0,4
 California,Carlsbad,Business_Analyst%2C_IT,96000.0,4
 California,Folsom,Business_Analyst%2C_IT,68500.0,4
 California,La Jolla,Business_Analyst%2C_IT,72500.0,4
 Arkansas,Fayetteville,Business_Analyst%2C_IT,62500.0,4
 California,Burbank,Business_Analyst%2C_IT,82891.57,4
 Illinois,Aurora,Business_Analyst%2C_IT,85988.37,4
 Idaho,Idaho Falls,Business_Analyst%2C_IT,67563.44,4
 Illinois,Lombard,Business_Analyst%2C_IT,75347.27,4
 Connecticut,New Haven,Business_Analyst%2C_IT,74963.36,4
 Florida,Florida,Business_Analyst%2C_IT,52402.34,4
 Florida,Bradenton,Business_Analyst%2C_IT,66494.42,4
 Connecticut,East Hartford,Business_Analyst%2C_IT,71250.0,4
 Florida,Gainesville,Business_Analyst%2C_IT,53457.94,4
 Florida,Pensacola,Business_Analyst%2C_IT,55459.46,4
 Virginia,Falls Church,Business_Analyst%2C_IT,70000.0,4
