name,job_title,median_salary,profile_count
UNIX,Development_Operations_(DevOps)_Engineer,73363.28,9
Systems Engineering,Development_Operations_(DevOps)_Engineer,121528.12,8
Web Development,Development_Operations_(DevOps)_Engineer,95000.0,8
Project Management,Development_Operations_(DevOps)_Engineer,65000.0,8
Agile Software Development,Development_Operations_(DevOps)_Engineer,105000.0,8
Cisco Networking,Development_Operations_(DevOps)_Engineer,92000.0,7
JIRA,Development_Operations_(DevOps)_Engineer,102439.02,7
Splunk,Development_Operations_(DevOps)_Engineer,98012.45,6
Red Hat Enterprise Linux (RHEL),Development_Operations_(DevOps)_Engineer,118500.0,6
Release Management,Development_Operations_(DevOps)_Engineer,110000.0,5
OpenStack,Development_Operations_(DevOps)_Engineer,108089.87,5
PHP,Development_Operations_(DevOps)_Engineer,90000.0,5
Software Configuration,Development_Operations_(DevOps)_Engineer,82424.24,5
Ruby on Rails,Development_Operations_(DevOps)_Engineer,99157.13,5
Web Performance Monitoring/Tuning,Development_Operations_(DevOps)_Engineer,96000.0,5
Systems Troubleshooting,Development_Operations_(DevOps)_Engineer,129000.0,5
System Architecture,Development_Operations_(DevOps)_Engineer,109413.16,5
Machine Learning,Development_Operations_(DevOps)_Engineer,130250.0,5
JavaScript,Development_Operations_(DevOps)_Engineer,97435.9,5
Continuous Deployment,Development_Operations_(DevOps)_Engineer,99131.89,5
Data Analysis,Development_Operations_(DevOps)_Engineer,70000.0,5
Database Administration,Development_Operations_(DevOps)_Engineer,55000.0,5
Build Management,Development_Operations_(DevOps)_Engineer,85000.0,5
Apache Cassandra,Development_Operations_(DevOps)_Engineer,119966.64,5
Apache Hadoop,Development_Operations_(DevOps)_Engineer,125000.0,5
Apache HTTP Server,Development_Operations_(DevOps)_Engineer,85988.98,5
Development Operations (DevOps),Development_Operations_(DevOps)_Engineering_Manager,146073.71,12
Linux,Development_Operations_(DevOps)_Engineering_Manager,148739.5,10
Amazon Web Services (AWS),Development_Operations_(DevOps)_Engineering_Manager,150000.0,7
Leadership,Development_Operations_(DevOps)_Engineering_Manager,147433.6,5
Development Operations (DevOps),Development_Operations_(DevOps)_Manager,135283.94,68
Amazon Web Services (AWS),Development_Operations_(DevOps)_Manager,142647.6,46
Agile Software Development,Development_Operations_(DevOps)_Manager,123547.34,36
Microsoft Azure,Development_Operations_(DevOps)_Manager,137454.55,15
People Management,Development_Operations_(DevOps)_Manager,129834.83,13
Change Management,Development_Operations_(DevOps)_Manager,114500.0,13
Kubernetes,Development_Operations_(DevOps)_Manager,129548.82,11
Database Management & Reporting,Development_Operations_(DevOps)_Manager,106500.0,9
Linux,Development_Operations_(DevOps)_Manager,111910.13,9
Operations Management,Development_Operations_(DevOps)_Manager,88000.0,8
Cloud Computing,Development_Operations_(DevOps)_Manager,147500.0,5
Project Management,Development_Operations_(DevOps)_Manager,66300.0,2
Project Management,Digital_Producer,72398.06,387
Web Content Management,Digital_Producer,60224.29,347
Production Management,Digital_Producer,72940.55,303
Social Media Marketing,Digital_Producer,55879.79,206
Video Editing,Digital_Producer,60079.63,198
Digital Marketing,Digital_Producer,71495.91,116
Editing,Digital_Producer,56045.66,115
Content Management,Digital_Producer,65053.74,72
Web Development,Digital_Producer,64191.76,50
Graphic Design,Digital_Producer,61017.01,44
Social Media Optimization,Digital_Producer,55925.48,42
Adobe Photoshop,Digital_Producer,54779.02,29
Account Management,Digital_Producer,80897.6,27
Budget Management,Digital_Producer,71439.46,27
Strategic Project Management,Digital_Producer,75961.8,27
Scheduling,Digital_Producer,67311.94,24
Wordpress,Digital_Producer,60277.26,22
Client Interaction,Digital_Producer,71228.34,17
Email Marketing,Digital_Producer,55249.85,17
Digital Design,Digital_Producer,59000.0,15
Adobe After Effects,Digital_Producer,61581.48,12
Video Production,Digital_Producer,72000.0,12
Technical Writing,Digital_Producer,60000.0,12
Operations Management,Digital_Producer,71915.26,11
Budgeting,Digital_Producer,62167.69,11
Product Photography,Digital_Producer,70000.0,10
Strategy,Digital_Producer,57000.0,8
Adobe Creative Suite,Digital_Producer,74415.3,8
Adobe Premiere,Digital_Producer,60000.0,8
Product Management,Digital_Producer,66500.0,8
Marketing Communications,Digital_Producer,63871.29,7
Project Coordinating,Digital_Producer,62400.0,7
People Management,Digital_Producer,64229.23,6
HTML,,,6
User Experience (UX) Design,Digital_Producer,74152.22,6
Copywriting,Digital_Producer,61399.79,6
Google Analytics,Digital_Producer,64000.0,6
Apple Final Cut Pro,Digital_Producer,46000.0,5
Audio Visual Equipment Use,Digital_Producer,46000.0,5
Web Design,Digital_Producer,58500.0,5
Quality Assurance / Quality Control,Digital_Producer,50000.0,5
Search Engine Optimization (SEO),Digital_Producer,36972.97,5
Digital Marketing,Digital_Strategist,65560.51,735
Strategic Planning,Digital_Strategist,71379.5,591
Data Analysis,Digital_Strategist,68417.15,405
Social Media Marketing,Digital_Strategist,62984.41,372
Strategic Marketing,Digital_Strategist,66158.64,328
Google Analytics,Digital_Strategist,63746.12,239
Strategy Development,Digital_Strategist,68318.89,141
Search Engine Optimization (SEO),Digital_Strategist,60599.77,100
Online Marketing,Digital_Strategist,61846.34,87
Web Marketing,Digital_Strategist,56995.35,70
Strategy,Digital_Strategist,77835.24,67
Project Management,Digital_Strategist,67771.62,67
User Experience (UX) Design,Digital_Strategist,92696.66,56
Digital Advertising,Digital_Strategist,69763.9,55
Web Content Management,Digital_Strategist,61734.63,48
Content Management,Digital_Strategist,62266.7,47
Email Marketing,Digital_Strategist,62401.09,46
Web Analytics,Digital_Strategist,62099.29,46
Search Engine Marketing (SEM),Digital_Strategist,56174.76,42
Market Research,Digital_Strategist,76881.18,29
Social Media Optimization,Digital_Strategist,55433.07,25
Advertising,Digital_Strategist,68077.66,23
Paid Media Marketing,Digital_Strategist,60624.08,17
Graphic Design,Digital_Strategist,69793.88,15
Copywriting,Digital_Strategist,53239.44,14
Google Ad Words,Digital_Strategist,47600.79,14
User Research,Digital_Strategist,85000.0,13
Web Design,Digital_Strategist,55139.97,12
Strategic Project Management,Digital_Strategist,80000.0,11
Client Interaction,Digital_Strategist,60248.96,11
Digital Design,Digital_Strategist,88820.22,10
Business Strategy,Digital_Strategist,83523.99,9
Marketing Communications,Digital_Strategist,68784.46,9
Information Architecture,Digital_Strategist,97215.11,9
Strategist,Digital_Strategist,65000.0,9
Web Development,Digital_Strategist,52402.34,8
Wordpress,Digital_Strategist,51223.0,8
Video Editing,Digital_Strategist,36629.85,8
Media / Public Relations,Digital_Strategist,51077.47,8
Account Management,Digital_Strategist,63062.23,8
Adobe Photoshop,Digital_Strategist,52071.91,7
Business Development,Digital_Strategist,90000.0,7
Big Data Analytics,Digital_Strategist,73997.34,7
HTML,Digital_Strategist,61232.5,7
Product Development,Digital_Strategist,161262.5,7
Research Analysis,Digital_Strategist,97500.0,7
Sales,Digital_Strategist,65000.0,7
Strategic Sales,Digital_Strategist,54044.94,7
Product Management,Digital_Strategist,70930.95,6
Microsoft Excel,Digital_Strategist,65000.0,6
People Management,Digital_Strategist,73000.0,6
HubSpot,Digital_Strategist,58429.48,6
Innovation,Digital_Strategist,65000.0,6
Marketing Management,Digital_Strategist,82424.24,6
Lead Generation,Digital_Strategist,54500.0,5
Market Analysis,Digital_Strategist,58983.05,5
Fundraising,Digital_Strategist,69402.5,5
Editing,Digital_Strategist,81750.0,5
Branding,Digital_Strategist,85000.0,5
Budgeting,Digital_Strategist,108000.0,5
Cascading Style Sheets (CSS),Digital_Strategist,68500.0,5
Corporate Communications,Digital_Strategist,53981.48,5
Customer Relationship Management (CRM),Digital_Strategist,75149.7,5
Customer Service,Digital_Strategist,50738.92,5
Pay-Per-Click Analysis,Digital_Strategist,60000.0,5
Product Marketing,Digital_Strategist,83000.0,5
Training Program Development,Digital_Strategist,96476.68,5
Media Management,Digital_Strategist,60750.0,4
Salesforce,Digital_Strategist,54500.0,3
Budget Management,Digital_Strategist,53192.49,2
Marketo,Digital_Strategist,67000.0,2
Cyber Security,Director%2C_Computing%2FNetworking%2FInformation_Technology_(IT)_Security,151572.92,145
Security Risk Management,Director%2C_Computing%2FNetworking%2FInformation_Technology_(IT)_Security,159254.01,125
IT Security & Infrastructure,Director%2C_Computing%2FNetworking%2FInformation_Technology_(IT)_Security,151967.99,122
Security Policies and Procedures,Director%2C_Computing%2FNetworking%2FInformation_Technology_(IT)_Security,151842.19,74
Vendor Management,Director%2C_Computing%2FNetworking%2FInformation_Technology_(IT)_Security,145100.25,49
Strategic Planning,Director%2C_Computing%2FNetworking%2FInformation_Technology_(IT)_Security,142703.76,36
Network Management / Administration,Director%2C_Computing%2FNetworking%2FInformation_Technology_(IT)_Security,101133.54,33
People Management,Director%2C_Computing%2FNetworking%2FInformation_Technology_(IT)_Security,162256.1,32
Cisco Networking,Director%2C_Computing%2FNetworking%2FInformation_Technology_(IT)_Security,110990.99,32
Regulatory Compliance,Director%2C_Computing%2FNetworking%2FInformation_Technology_(IT)_Security,128128.83,30
Network Architecture / Design,Director%2C_Computing%2FNetworking%2FInformation_Technology_(IT)_Security,140000.0,23
Microsoft Active Directory,Director%2C_Computing%2FNetworking%2FInformation_Technology_(IT)_Security,125020.18,22
Virtualization,Director%2C_Computing%2FNetworking%2FInformation_Technology_(IT)_Security,104788.58,20
Project Management,Director%2C_Computing%2FNetworking%2FInformation_Technology_(IT)_Security,144649.08,13
Microsoft Office,Director%2C_Computing%2FNetworking%2FInformation_Technology_(IT)_Security,85000.0,11
Budget Management,Director%2C_Computing%2FNetworking%2FInformation_Technology_(IT)_Security,150993.38,9
Microsoft Exchange,Director%2C_Computing%2FNetworking%2FInformation_Technology_(IT)_Security,80000.0,8
Leadership,Director%2C_Computing%2FNetworking%2FInformation_Technology_(IT)_Security,146938.78,8
Computer Security,Director%2C_Computing%2FNetworking%2FInformation_Technology_(IT)_Security,120000.0,7
Network Security Management,Director%2C_Computing%2FNetworking%2FInformation_Technology_(IT)_Security,100000.0,7
Security Testing and Auditing,Director%2C_Computing%2FNetworking%2FInformation_Technology_(IT)_Security,179838.97,7
Windows NT / 2000 / XP Networking,Director%2C_Computing%2FNetworking%2FInformation_Technology_(IT)_Security,128500.0,6
Web Security & Encryption,Director%2C_Computing%2FNetworking%2FInformation_Technology_(IT)_Security,146567.6,5
System Administration,Director%2C_Computing%2FNetworking%2FInformation_Technology_(IT)_Security,122000.0,5
Security Intrusion Detection,Director%2C_Computing%2FNetworking%2FInformation_Technology_(IT)_Security,140000.0,5
Corporate Governance,Director%2C_Computing%2FNetworking%2FInformation_Technology_(IT)_Security,152362.5,5
HIPAA Compliance,Director%2C_Computing%2FNetworking%2FInformation_Technology_(IT)_Security,127515.65,5
Information Technology (IT) Support,Director%2C_Computing%2FNetworking%2FInformation_Technology_(IT)_Security,153000.0,5
IT Consulting,Director%2C_Computing%2FNetworking%2FInformation_Technology_(IT)_Security,155000.0,5
IT Management,Director%2C_Computing%2FNetworking%2FInformation_Technology_(IT)_Security,134227.0,5
Data Analysis,Director_of_Analytics,131114.41,1112
Strategic Planning,Director_of_Analytics,130388.29,810
People Management,Director_of_Analytics,138399.38,672
Business Intelligence,Director_of_Analytics,137929.03,656
Big Data Analytics,Director_of_Analytics,143574.18,429
Business Analysis,Director_of_Analytics,131429.43,302
Data Modeling,Director_of_Analytics,133493.32,219
Tableau Software,Director_of_Analytics,121813.42,111
SQL,Director_of_Analytics,124961.16,87
Statistical Analysis,Director_of_Analytics,132880.03,75
Project Management,Director_of_Analytics,127321.1,62
SAS,Director_of_Analytics,130135.32,44
Machine Learning,Director_of_Analytics,153300.65,42
Forecasting,Director_of_Analytics,128241.99,33
Strategic Marketing,Director_of_Analytics,141387.42,32
Microsoft Excel,Director_of_Analytics,107502.52,29
Database Management & Reporting,Director_of_Analytics,108966.67,27
Leadership,Director_of_Analytics,137048.42,25
Web Analytics,Director_of_Analytics,130179.76,23
Market Research,Director_of_Analytics,117420.55,21
Data Management,Director_of_Analytics,115668.26,21
Data Visualization,Director_of_Analytics,135457.46,18
Strategy,Director_of_Analytics,107400.0,13
Strategic Project Management,Director_of_Analytics,119830.86,11
Email Marketing,Director_of_Analytics,100000.0,11
Microsoft Power BI,Director_of_Analytics,132363.72,11
Python,Director_of_Analytics,117916.22,11
Online Marketing,Director_of_Analytics,89500.0,10
Microsoft SQL Server,Director_of_Analytics,121989.36,9
Artificial Intelligence (AI),Director_of_Analytics,156927.05,9
Financial Analysis,Director_of_Analytics,110000.0,8
Team Leadership,Director_of_Analytics,125000.0,8
Operations Management,Director_of_Analytics,94194.92,7
Salesforce,Director_of_Analytics,101843.14,7
Data Mining,Director_of_Analytics,117500.0,7
Client Interaction,Director_of_Analytics,140000.0,7
R,Director_of_Analytics,119831.82,7
Research Analysis,Director_of_Analytics,112500.0,6
Google Analytics,Director_of_Analytics,102881.12,6
Business Strategy,Director_of_Analytics,84908.85,6
Data Warehouse,Director_of_Analytics,141992.96,6
Financial Modeling,Director_of_Analytics,122007.27,5
Agile Software Development,Director_of_Analytics,111500.0,5
Apache Hadoop,Director_of_Analytics,154913.11,5
Market Analysis,Director_of_Analytics,120000.0,5
Presentations,Director_of_Analytics,122000.0,5
Product Management,Director_of_Analytics,156750.0,5
Program Management,Director_of_Analytics,140000.0,5
Social Media Marketing,Director_of_Analytics,100000.0,5
Team Management,Director_of_Analytics,154380.52,5
Search Engine Marketing (SEM),Director_of_Analytics,100000.0,3
Search Engine Optimization (SEO),Director_of_Analytics,125000.0,3
Leadership,Director_of_Applications,141627.9,90
Team Leadership,Director_of_Applications,139751.32,78
Project Management,Director_of_Applications,134207.82,77
Enterprise Resource Planning (ERP),Director_of_Applications,142163.39,42
Strategic Project Management,Director_of_Applications,135614.25,40
Vendor Management,Director_of_Applications,134190.7,37
SQL,Director_of_Applications,130583.74,22
Business Analysis,Director_of_Applications,134455.56,20
Microsoft Office,Director_of_Applications,121528.12,18
Software Development,Director_of_Applications,142431.07,9
Process Improvement,Director_of_Applications,140951.1,9
People Management,Director_of_Applications,114235.81,8
Electronic Health Records (EHR),Director_of_Applications,133273.84,8
Applications,Director_of_Applications,144028.02,8
System Administration,Director_of_Applications,116000.0,7
Product Management,Director_of_Applications,134600.0,7
Microsoft SQL Server,Director_of_Applications,110491.18,6
Technical Analysis,Director_of_Applications,137500.0,6
Microsoft Excel,Director_of_Applications,126378.26,5
Electronic Medical Records (EMR),Director_of_Applications,110556.0,4
Visual Basic (VB),Director_of_Applications,124500.0,2
Project Management,Director_of_Information_Systems,104518.55,185
People Management,Director_of_Information_Systems,108963.0,150
Strategic Planning,Director_of_Information_Systems,110521.49,139
Network Management / Administration,Director_of_Information_Systems,97286.67,114
Microsoft Office,Director_of_Information_Systems,86117.06,61
Strategic Project Management,Director_of_Information_Systems,126269.36,52
Database Management & Reporting,Director_of_Information_Systems,83552.97,49
Microsoft SQL Server,Director_of_Information_Systems,95000.0,38
System Administration,Director_of_Information_Systems,101422.24,37
Microsoft Exchange,Director_of_Information_Systems,79479.59,33
SQL,Director_of_Information_Systems,94592.45,31
Leadership,Director_of_Information_Systems,144816.24,28
Windows Operating System General Use,Director_of_Information_Systems,83580.18,28
Internet Information Server (IIS),Director_of_Information_Systems,89813.05,24
Security Policies and Procedures,Director_of_Information_Systems,103755.0,16
IT Management,Director_of_Information_Systems,140000.0,15
Windows NT / 2000 / XP Networking,Director_of_Information_Systems,74876.32,14
Vendor Management,Director_of_Information_Systems,94599.56,13
NetSuite Software,Director_of_Information_Systems,105500.0,9
Cyber Security,Director_of_Information_Systems,113750.0,9
Data Analysis,Director_of_Information_Systems,91000.0,8
Enterprise System Development,Director_of_Information_Systems,125126.15,7
System Architecture,Director_of_Information_Systems,102611.1,7
Team Leadership,Director_of_Information_Systems,120000.0,7
Network Security Management,Director_of_Information_Systems,122791.48,7
Process Improvement,Director_of_Information_Systems,87750.0,7
Microsoft Excel,Director_of_Information_Systems,92000.0,6
IT Security & Infrastructure,Director_of_Information_Systems,123000.0,5
Microsoft Word,Director_of_Information_Systems,92000.0,5
IT Consulting,Director_of_Information_Systems,106116.58,5
Budget Management,Director_of_Information_Systems,105000.0,5
Salesforce,Director_of_Information_Systems,102611.1,5
Software Development,Director_of_Information_Systems,104926.3,5
Business Analysis,Director_of_Information_Systems,116991.45,4
Software Architecture,Director_of_Information_Systems,128000.0,3
Oracle,Director_of_Information_Systems,129729.5,2
Information Technology (IT) Support,Director_of_Information_Systems,116725.0,2
People Management,Director_of_Information_Technology_Services,131617.73,242
Strategic Planning,Director_of_Information_Technology_Services,132093.85,203
Information Technology (IT) Support,Director_of_Information_Technology_Services,117846.53,192
Project Management,Director_of_Information_Technology_Services,109857.96,162
IT Security & Infrastructure,Director_of_Information_Technology_Services,125297.19,85
Budget Management,Director_of_Information_Technology_Services,140692.13,71
Vendor Management,Director_of_Information_Technology_Services,118995.67,71
Leadership,Director_of_Information_Technology_Services,119231.98,56
Microsoft Office,Director_of_Information_Technology_Services,93545.48,54
Network Management / Administration,Director_of_Information_Technology_Services,116447.19,51
Windows Operating System General Use,Director_of_Information_Technology_Services,93441.57,46
Microsoft SQL Server,Director_of_Information_Technology_Services,109015.92,44
Cisco Networking,Director_of_Information_Technology_Services,110421.65,37
Microsoft Exchange,Director_of_Information_Technology_Services,109821.44,36
Information Technology Infrastructure Library (ITIL),Director_of_Information_Technology_Services,108202.59,33
Microsoft Word,Director_of_Information_Technology_Services,93837.39,29
Cloud Computing,Director_of_Information_Technology_Services,138451.7,28
VMware ESX,Director_of_Information_Technology_Services,111138.89,26
Windows NT / 2000 / XP Networking,Director_of_Information_Technology_Services,75014.6,21
Strategic Project Management,Director_of_Information_Technology_Services,106283.29,21
Operations Management,Director_of_Information_Technology_Services,113420.8,19
Enterprise Solutions,Director_of_Information_Technology_Services,137952.5,15
Internet Information Server (IIS),Director_of_Information_Technology_Services,87194.0,15
IT Management,Director_of_Information_Technology_Services,106332.0,15
Cyber Security,Director_of_Information_Technology_Services,121236.45,10
IT Consulting,Director_of_Information_Technology_Services,148891.7,8
Team Management,Director_of_Information_Technology_Services,111000.0,8
SQL,Director_of_Information_Technology_Services,112784.61,8
Team Leadership,Director_of_Information_Technology_Services,100000.0,7
Salesforce,Director_of_Information_Technology_Services,140000.0,7
Software Architecture,Director_of_Information_Technology_Services,147395.28,7
Program Management,Director_of_Information_Technology_Services,150753.84,7
Web Development,Director_of_Information_Technology_Services,112000.0,6
Database Management,Director_of_Information_Technology_Services,107025.27,6
Business Development,Director_of_Information_Technology_Services,150000.0,6
Business Intelligence,Director_of_Information_Technology_Services,122083.78,6
HTML,Director_of_Information_Technology_Services,64861.54,6
Software Development,Director_of_Information_Technology_Services,121481.48,6
Agile Software Development,Director_of_Information_Technology_Services,128400.0,5
Implementation Analysis,Director_of_Information_Technology_Services,125000.0,5
Data Management,Director_of_Information_Technology_Services,107000.0,5
Risk Management / Risk Control,Director_of_Information_Technology_Services,116357.21,5
System Administration,Director_of_Information_Technology_Services,106478.87,4
Budgeting,Director_of_Information_Technology_Services,113876.96,4
Software Development Management,Director_of_Information_Technology_Services,142657.34,4
Software as a Service (SaaS),Director_of_Information_Technology_Services,115000.0,3
UNIX,Director_of_Information_Technology_Services,95000.0,2
Leadership,Director_of_Program_Management%2C_Computer_Software,153356.83,12
Program Management,Director_of_Program_Management%2C_Computer_Software,157691.55,11
Strategic Project Management,Director_of_Program_Management%2C_Computer_Software,155000.0,11
Project Management,Director_of_Program_Management%2C_Computer_Software,155501.91,9
Project Management,Director_of_Program_Management%2C_Enterprise_Technology_Solutions,130127.41,60
Strategic Planning,Director_of_Program_Management%2C_Enterprise_Technology_Solutions,141208.33,56
Program Management,Director_of_Program_Management%2C_Enterprise_Technology_Solutions,141601.52,40
Team Leadership,Director_of_Program_Management%2C_Enterprise_Technology_Solutions,140797.8,32
Product Management,Director_of_Program_Management%2C_Enterprise_Technology_Solutions,135283.32,25
Leadership,Director_of_Program_Management%2C_Enterprise_Technology_Solutions,142972.25,16
Business Process Engineering,Director_of_Program_Management%2C_Enterprise_Technology_Solutions,141524.78,15
People Management,Director_of_Program_Management%2C_Enterprise_Technology_Solutions,110011.21,13
Enterprise Solutions,Director_of_Program_Management%2C_Enterprise_Technology_Solutions,116240.34,10
Product Development,Director_of_Program_Management%2C_Enterprise_Technology_Solutions,162500.0,9
Salesforce,Director_of_Program_Management%2C_Enterprise_Technology_Solutions,133000.0,7
Contract Negotiation,Director_of_Program_Management%2C_Enterprise_Technology_Solutions,135000.0,5
Vendor Management,Director_of_Program_Management%2C_Enterprise_Technology_Solutions,151500.0,5
Strategy Development,Director_of_Program_Management%2C_Enterprise_Technology_Solutions,110000.0,5
Program Management,Director_of_Program_Management%2C_Information_Technology_(IT),161180.36,151
Strategic Project Management,Director_of_Program_Management%2C_Information_Technology_(IT),161022.31,149
Leadership,Director_of_Program_Management%2C_Information_Technology_(IT),159291.22,148
People Management,Director_of_Program_Management%2C_Information_Technology_(IT),156855.17,89
Microsoft Office,Director_of_Program_Management%2C_Information_Technology_(IT),143849.05,62
Strategic Planning,Director_of_Program_Management%2C_Information_Technology_(IT),159209.14,51
Agile Software Development,Director_of_Program_Management%2C_Information_Technology_(IT),167906.53,45
Project Management,Director_of_Program_Management%2C_Information_Technology_(IT),132209.45,40
Microsoft Excel,Director_of_Program_Management%2C_Information_Technology_(IT),133500.0,39
Microsoft Word,Director_of_Program_Management%2C_Information_Technology_(IT),134500.0,26
Network Management / Administration,Director_of_Program_Management%2C_Information_Technology_(IT),116255.77,22
IT Management,Director_of_Program_Management%2C_Information_Technology_(IT),152005.99,20
Microsoft Access,Director_of_Program_Management%2C_Information_Technology_(IT),138489.15,16
Windows Operating System General Use,Director_of_Program_Management%2C_Information_Technology_(IT),117060.96,15
Operations Management,Director_of_Program_Management%2C_Information_Technology_(IT),146290.54,10
Program Development,Director_of_Program_Management%2C_Information_Technology_(IT),155769.23,9
Team Leadership,Director_of_Program_Management%2C_Information_Technology_(IT),158095.41,9
Strategy,Director_of_Program_Management%2C_Information_Technology_(IT),160573.08,8
Budget Management,Director_of_Program_Management%2C_Information_Technology_(IT),159308.44,7
PMBOK,Director_of_Program_Management%2C_Information_Technology_(IT),132629.0,6
Product Management,Director_of_Program_Management%2C_Information_Technology_(IT),150000.0,6
Vendor Management,Director_of_Program_Management%2C_Information_Technology_(IT),137454.55,6
Windows NT / 2000 / XP Networking,Director_of_Program_Management%2C_Information_Technology_(IT),110500.0,5
Risk Management / Risk Control,Director_of_Program_Management%2C_Information_Technology_(IT),110000.0,5
Business Strategy,Director_of_Program_Management%2C_Information_Technology_(IT),177724.72,5
Change Management,Director_of_Program_Management%2C_Information_Technology_(IT),157142.86,5
Contractor Management,Director_of_Program_Management%2C_Information_Technology_(IT),114782.61,4
SQL,Director_of_Program_Management%2C_Information_Technology_(IT),155000.0,4
Contract Management,Director_of_Program_Management%2C_Information_Technology_(IT),133000.0,3
Technical Analysis,Director_of_Program_Management%2C_Information_Technology_(IT),171253.64,2
Disaster Recovery,Disaster_Recovery_Analyst,86358.38,17
Project Management,Disaster_Recovery_Analyst,89319.96,12
Test Planning,Disaster_Recovery_Analyst,92368.67,10
Policy Development,,94332.98,6
Disaster Recovery,Disaster_Recovery_Specialist%2C_IT,76000.0,12
Strategic Project Management,Disaster_Recovery_Specialist%2C_IT,91500.0,6
Document Management,Document_Control_Supervisor,75414.0,78
Microsoft Excel,Document_Control_Supervisor,64974.66,42
Microsoft Word,Document_Control_Supervisor,65332.18,41
People Management,Document_Control_Supervisor,74335.25,41
Windows Operating System General Use,Document_Control_Supervisor,64265.26,38
Writing Procedures & Documentation,Document_Control_Supervisor,69039.63,31
Microsoft Office,Document_Control_Supervisor,66779.39,30
Process Improvement,Document_Control_Supervisor,68853.96,27
Database Management & Reporting,,70733.92,19
Quality Assurance / Quality Control,,64999.0,10
Records Management,,67000.0,7
Document Review and Distribution,,,7
Microsoft Sharepoint Server,Document_Control_Supervisor,80049.97,5
Document Management,Documentation_Manager,86452.2,107
People Management,Documentation_Manager,93837.37,76
Writing Procedures & Documentation,Documentation_Manager,89041.59,76
Technical Writing,Documentation_Manager,94414.57,59
Project Management,Documentation_Manager,96415.63,49
Microsoft Office,Documentation_Manager,80136.55,20
Documentation,Documentation_Manager,67941.18,11
Editing,Documentation_Manager,50868.24,8
Records Management,Documentation_Manager,66200.0,8
Document Review and Distribution,Documentation_Manager,52290.08,7
HTML,Documentation_Manager,64250.0,6
Knowledge Management,Documentation_Manager,85000.0,5
Microsoft Excel,Documentation_Manager,43000.0,5
Microsoft Word,Documentation_Manager,50735.0,5
Regulatory Compliance,Documentation_Manager,106367.14,5
Product Management,Documentation_Manager,72232.9,5
Enterprise Resource Planning (ERP),ERP_Analyst,74200.66,166
Data Analysis,ERP_Analyst,66521.78,88
SQL,ERP_Analyst,73003.72,72
Business Analysis,ERP_Analyst,81300.42,61
Microsoft Excel,ERP_Analyst,64591.43,49
Project Management,ERP_Analyst,77858.92,43
SAP Enterprise Resource Planning (ERP),ERP_Analyst,87495.32,17
Process Improvement,ERP_Analyst,62500.0,14
SQL Server Reporting Services (SSRS),ERP_Analyst,70864.08,13
Crystal Reports,ERP_Analyst,74242.42,9
Microsoft SQL Server,ERP_Analyst,75000.0,8
Oracle,ERP_Analyst,75000.0,5
Epicor ERP Software,ERP_Analyst,62400.0,5
Information Technology (IT) Support,,74408.31,5
Requirements Analysis,ERP_Analyst,64964.07,5
Enterprise Resource Planning (ERP),ERP_Business_Analyst,74552.77,33
Business Analysis,ERP_Business_Analyst,67463.54,28
Data Analysis,ERP_Business_Analyst,70030.61,23
Functional Analysis,ERP_Business_Analyst,68967.02,16
SQL,ERP_Business_Analyst,97924.57,11
Requirements Analysis,ERP_Business_Analyst,97850.0,10
SAP Enterprise Resource Planning (ERP),ERP_Business_Analyst,65000.0,6
Oracle eBusiness Suite,ERP_Business_Analyst,80000.0,5
SAP Materials Management (SAP MM),ERP_Business_Analyst,79000.0,5
EDI,Electronic_Data_Interchange_(EDI)_Coordinator,57308.36,142
Data Analysis,,61426.08,68
Microsoft Excel,,53594.76,64
Microsoft Office,,53578.67,44
Microsoft Access,,57474.63,44
e-Commerce,Electronic_Data_Interchange_(EDI)_Coordinator,59996.79,35
SQL,Electronic_Data_Interchange_(EDI)_Coordinator,61340.74,26
Systems Troubleshooting,Electronic_Data_Interchange_(EDI)_Coordinator,56250.0,11
Microsoft Outlook,,47500.0,10
Customer Service,Electronic_Data_Interchange_(EDI)_Coordinator,49760.61,6
Customer Service Metrics,Electronic_Data_Interchange_(EDI)_Coordinator,,5
EDI,Electronic_Data_Interchange_(EDI)_Manager,89357.26,107
Data Analysis,Electronic_Data_Interchange_(EDI)_Manager,88626.88,59
SQL,Electronic_Data_Interchange_(EDI)_Manager,93137.44,32
Technical Analysis,Electronic_Data_Interchange_(EDI)_Manager,86296.5,28
Enterprise Application Integration,Electronic_Data_Interchange_(EDI)_Manager,104000.0,26
Project Management,Electronic_Data_Interchange_(EDI)_Manager,100609.65,20
Microsoft Office,Electronic_Data_Interchange_(EDI)_Manager,74880.0,10
GENTRAN,Electronic_Data_Interchange_(EDI)_Manager,84200.0,6
System Administration,Electronic_Data_Interchange_(EDI)_Manager,83595.69,6
System Integration,Electronic_Data_Interchange_(EDI)_Manager,55000.0,6
EDI,Electronic_Data_Interchange_(EDI)_Specialist,61430.47,284
Data Analysis,Electronic_Data_Interchange_(EDI)_Specialist,62681.64,168
Customer Service,,58732.69,111
Microsoft Excel,,58806.01,92
Microsoft Office,Electronic_Data_Interchange_(EDI)_Specialist,58081.34,52
SQL,Electronic_Data_Interchange_(EDI)_Specialist,61151.74,37
eXtensible Markup Language (XML),Electronic_Data_Interchange_(EDI)_Specialist,68957.8,32
